location,kind,region,realm,status
me_land_3121,land,me_mordor_region,MOR,owned
me_land_3122,land,me_khand_region,KHA,owned
me_land_3123,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3124,land,me_far_harad_region,HNE,owned
me_land_3125,land,me_dale_region,DAL,owned
me_land_3126,land,me_belfalas_region,GON,owned
me_land_3127,land,me_khand_region,KHA,owned
me_land_3128,land,me_khand_region,KHA,owned
me_land_3129,land,me_khand_region,KHA,owned
me_land_3130,land,me_mordor_region,MOR,owned
me_land_3131,land,me_shire_breeland_region,WILD,wild_buffer
me_land_3132,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_3133,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3134,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_3135,land,me_khand_region,KHA,owned
me_land_3136,land,me_rhun_region,DOR,owned
me_land_3137,land,me_mordor_region,MOR,owned
me_land_3138,land,me_rhun_region,RH2,owned
me_land_3139,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3140,land,me_shire_breeland_region,SHI,owned
me_land_3141,land,me_anduin_vale_region,LOR,owned
me_land_3142,land,me_north_arnor_region,WILD,wild_buffer
me_land_3143,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3144,land,me_north_arnor_region,WILD,wild_buffer
me_land_3145,land,me_rohan_region,ROH,owned
me_land_3146,land,me_north_arnor_region,WILD,wild_buffer
me_land_3147,land,me_mordor_region,MOR,owned
me_land_3148,land,me_enedwaith_region,DUN,owned
me_land_3149,land,me_dale_region,ESG,owned
me_land_3150,land,me_lindon_region,LIN,owned
me_land_3151,land,me_north_arnor_region,WILD,wild_buffer
me_land_3152,land,me_north_arnor_region,WILD,wild_buffer
me_land_3153,land,me_enedwaith_region,DUN,owned
me_land_3154,land,me_near_harad_region,HNE,owned
me_land_3155,land,me_rhun_region,RH2,owned
me_land_3156,land,me_angmar_region,ANG,owned
me_land_3157,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_3158,land,me_enedwaith_region,DUN,owned
me_land_3159,land,me_north_arnor_region,WILD,wild_buffer
me_land_3160,land,me_belfalas_region,GON,owned
me_land_3161,land,me_rohan_region,ISE,owned
me_land_3162,land,me_south_gondor_region,GON,owned
me_land_3163,land,me_belfalas_region,GON,owned
me_land_3164,land,me_brown_lands_region,WILD,wild_buffer
me_land_3165,land,me_brown_lands_region,WILD,wild_buffer
me_land_3166,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_3167,land,me_anduin_vale_region,BEO,owned
me_land_3168,land,me_belfalas_region,GON,owned
me_land_3169,land,me_rohan_region,ROH,owned
me_land_3170,land,me_brown_lands_region,DOL,owned
me_land_3171,land,me_lindon_region,BLU,owned
me_land_3172,land,me_rhun_region,RH2,owned
me_land_3173,land,me_grey_mountains_region,ERE,owned
me_land_3174,land,me_angmar_region,WILD,wild_buffer
me_land_3175,land,me_ithilien_region,MOR,owned
me_land_3176,land,me_far_harad_region,HFA,owned
me_land_3177,land,me_mordor_region,MOR,owned
me_land_3178,land,me_anorien_region,GON,owned
me_land_3179,land,me_near_harad_region,HNE,owned
me_land_3180,land,me_enedwaith_region,DUN,owned
me_land_3181,land,me_brown_lands_region,WILD,wild_buffer
me_land_3182,land,me_rhun_region,RH2,owned
me_land_3183,land,me_near_harad_region,HNE,owned
me_land_3184,land,me_mordor_region,MOR,owned
me_land_3185,land,me_far_harad_region,KHA,owned
me_land_3186,land,me_lebennin_region,GON,owned
me_land_3187,land,me_umbar_region,UMB,owned
me_land_3188,land,me_brown_lands_region,WILD,wild_buffer
me_land_3189,land,me_shire_breeland_region,SHI,owned
me_land_3190,land,me_brown_lands_region,WILD,wild_buffer
me_land_3191,land,me_rhun_region,RH2,owned
me_land_3192,land,me_rhun_region,RHU,owned
me_land_3193,land,me_anduin_vale_region,MOA,owned
me_land_3194,land,me_mordor_region,MOR,owned
me_land_3195,land,me_rhun_region,RHU,owned
me_land_3196,land,me_lebennin_region,GON,owned
me_land_3197,land,me_far_harad_region,HFA,owned
me_land_3198,land,me_khand_region,KHA,owned
me_land_3199,land,me_rohan_region,ROH,owned
me_land_3200,land,me_mordor_region,MOR,owned
me_land_3201,land,me_near_harad_region,UMB,owned
me_land_3202,land,me_rohan_region,ROH,owned
me_land_3203,land,me_lindon_region,LIN,owned
me_land_3204,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3205,land,me_rhun_region,RHU,owned
me_land_3206,land,me_rhun_region,RHU,owned
me_land_3207,land,me_belfalas_region,GON,owned
me_land_3208,land,me_south_gondor_region,GON,owned
me_land_3209,land,me_rhun_region,RH3,owned
me_land_3210,land,me_far_harad_region,HFA,owned
me_land_3211,land,me_far_harad_region,KHA,owned
me_land_3212,land,me_enedwaith_region,DUN,owned
me_land_3213,land,me_enedwaith_region,DUN,owned
me_land_3214,land,me_near_harad_region,HNE,owned
me_land_3215,land,me_anduin_vale_region,BEO,owned
me_land_3216,land,me_far_harad_region,KHA,owned
me_land_3217,land,me_mirkwood_region,WOO,owned
me_land_3218,land,me_ithilien_region,WILD,wild_ithilien
me_land_3219,land,me_lebennin_region,GON,owned
me_land_3220,land,me_mirkwood_region,WOO,owned
me_land_3221,land,me_rhun_region,RHU,owned
me_land_3222,land,me_ithilien_region,MOR,owned
me_land_3223,land,me_rohan_region,ROH,owned
me_land_3224,land,me_rohan_region,ROH,owned
me_land_3225,land,me_rohan_region,ROH,owned
me_land_3226,land,me_far_harad_region,KHA,owned
me_land_3227,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3228,land,me_rohan_region,ROH,owned
me_land_3229,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3230,land,me_mirkwood_region,WOO,owned
me_land_3231,land,me_ithilien_region,MOR,owned
me_land_3232,land,me_umbar_region,UMB,owned
me_land_3233,land,me_brown_lands_region,WILD,wild_buffer
me_land_3234,land,me_umbar_region,UMB,owned
me_land_3235,land,me_anorien_region,DRU,owned
me_land_3236,land,me_lindon_region,LIN,owned
me_land_3237,land,me_north_arnor_region,WILD,wild_buffer
me_land_3238,land,me_north_arnor_region,RIV,owned
me_land_3239,land,me_belfalas_region,GON,owned
me_land_3240,land,me_enedwaith_region,DUN,owned
me_land_3241,land,me_near_harad_region,KHA,owned
me_land_3242,land,me_near_harad_region,HNE,owned
me_land_3243,land,me_mirkwood_region,WOO,owned
me_land_3244,land,me_mirkwood_region,WOO,owned
me_land_3245,land,me_north_arnor_region,WILD,wild_buffer
me_land_3246,land,me_near_harad_region,UMB,owned
me_land_3247,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3248,land,me_lindon_region,LIN,owned
me_land_3249,land,me_mirkwood_region,WOO,owned
me_land_3250,land,me_lebennin_region,GON,owned
me_land_3251,land,me_umbar_region,UMB,owned
me_land_3252,land,me_brown_lands_region,WILD,wild_buffer
me_land_3253,land,me_enedwaith_region,DUN,owned
me_land_3254,land,me_enedwaith_region,DUN,owned
me_land_3255,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_3256,land,me_mordor_region,MOR,owned
me_land_3257,land,me_rhun_region,RH2,owned
me_land_3258,land,me_rhun_region,RH2,owned
me_land_3259,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3260,land,me_enedwaith_region,DUN,owned
me_land_3261,land,me_north_arnor_region,WILD,wild_buffer
me_land_3262,land,me_umbar_region,UMB,owned
me_land_3263,land,me_north_arnor_region,WILD,wild_buffer
me_land_3264,land,me_enedwaith_region,DUN,owned
me_land_3265,land,me_belfalas_region,GON,owned
me_land_3266,land,me_rhun_region,RH3,owned
me_land_3267,land,me_near_harad_region,HNE,owned
me_land_3268,land,me_brown_lands_region,WILD,wild_buffer
me_land_3269,land,me_shire_breeland_region,WILD,wild_buffer
me_land_3270,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3271,land,me_enedwaith_region,DUN,owned
me_land_3272,land,me_lebennin_region,GON,owned
me_land_3273,land,me_belfalas_region,GON,owned
me_land_3274,land,me_far_harad_region,KHA,owned
me_land_3275,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_3276,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3277,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3278,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3279,land,me_rohan_region,ROH,owned
me_land_3280,land,me_anduin_vale_region,FAN,owned
me_land_3281,land,me_umbar_region,UMB,owned
me_land_3282,land,me_mirkwood_region,WOO,owned
me_land_3283,land,me_mordor_region,MOR,owned
me_land_3284,land,me_north_arnor_region,WILD,wild_buffer
me_land_3285,land,me_ithilien_region,MOR,owned
me_land_3286,land,me_lebennin_region,GON,owned
me_land_3287,land,me_shire_breeland_region,SHI,owned
me_land_3288,land,me_mirkwood_region,WOO,owned
me_land_3289,land,me_khand_region,KHA,owned
me_land_3290,land,me_north_arnor_region,RAN,owned
me_land_3291,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3292,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3293,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3294,land,me_far_harad_region,KHA,owned
me_land_3295,land,me_grey_mountains_region,GUN,owned
me_land_3296,land,me_rhun_region,RHU,owned
me_land_3297,land,me_belfalas_region,DAM,owned
me_land_3298,land,me_shire_breeland_region,WILD,wild_buffer
me_land_3299,land,me_umbar_region,UMB,owned
me_land_3300,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3301,land,me_rhun_region,RH2,owned
me_land_3302,land,me_far_harad_region,KHA,owned
me_land_3303,land,me_rhun_region,RH2,owned
me_land_3304,land,me_mirkwood_region,WOO,owned
me_land_3305,land,me_north_arnor_region,ANG,owned
me_land_3306,land,me_rhun_region,RHU,owned
me_land_3307,land,me_near_harad_region,HNE,owned
me_land_3308,land,me_far_harad_region,HFA,owned
me_land_3309,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3310,land,me_khand_region,KHA,owned
me_land_3311,land,me_anduin_vale_region,LOR,owned
me_land_3312,land,me_belfalas_region,GON,owned
me_land_3313,land,me_near_harad_region,HRA,owned
me_land_3314,land,me_north_arnor_region,RIV,owned
me_land_3315,land,me_anorien_region,GON,owned
me_land_3316,land,me_rohan_region,ROH,owned
me_land_3317,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3318,land,me_rhun_region,RH2,owned
me_land_3319,land,me_rhun_region,RH2,owned
me_land_3320,land,me_anduin_vale_region,MOA,owned
me_land_3321,land,me_ithilien_region,WILD,wild_ithilien
me_land_3322,land,me_dale_region,DAL,owned
me_land_3323,land,me_rhun_region,RH2,owned
me_land_3324,land,me_near_harad_region,HNE,owned
me_land_3325,land,me_shire_breeland_region,WILD,wild_buffer
me_land_3326,land,me_far_harad_region,HFA,owned
me_land_3327,land,me_near_harad_region,UMB,owned
me_land_3328,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3329,land,me_enedwaith_region,DUN,owned
me_land_3330,land,me_rhun_region,RHU,owned
me_land_3331,land,me_rhun_region,RH2,owned
me_land_3332,land,me_mordor_region,MOR,owned
me_land_3333,land,me_rohan_region,ROH,owned
me_land_3334,land,me_dale_region,ESG,owned
me_land_3335,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_3336,land,me_mordor_region,MOR,owned
me_land_3337,land,me_rhun_region,RH2,owned
me_land_3338,land,me_anduin_vale_region,GOB,owned
me_land_3339,land,me_enedwaith_region,DUN,owned
me_land_3340,land,me_forochel_region,LOS,owned
me_land_3341,land,me_north_arnor_region,WILD,wild_buffer
me_land_3342,land,me_north_arnor_region,WILD,wild_buffer
me_land_3343,land,me_umbar_region,UMB,owned
me_land_3344,land,me_angmar_region,WILD,wild_buffer
me_land_3345,land,me_north_arnor_region,WILD,wild_buffer
me_land_3346,land,me_rhun_region,RH2,owned
me_land_3347,land,me_rhun_region,RHU,owned
me_land_3348,land,me_north_arnor_region,WILD,wild_buffer
me_land_3349,land,me_mirkwood_region,WOO,owned
me_land_3350,land,me_mordor_region,MOR,owned
me_land_3351,land,me_khand_region,KHA,owned
me_land_3352,land,me_brown_lands_region,WILD,wild_buffer
me_land_3353,land,me_far_harad_region,HFA,owned
me_land_3354,land,me_forochel_region,LOS,owned
me_land_3355,land,me_lebennin_region,GON,owned
me_land_3356,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3357,land,me_mirkwood_region,WOO,owned
me_land_3358,land,me_lindon_region,LIN,owned
me_land_3359,land,me_mordor_region,MOR,owned
me_land_3360,land,me_enedwaith_region,DUN,owned
me_land_3361,land,me_brown_lands_region,WILD,wild_buffer
me_land_3362,land,me_brown_lands_region,WILD,wild_buffer
me_land_3363,land,me_shire_breeland_region,BRE,owned
me_land_3364,land,me_rhun_region,RHU,owned
me_land_3365,land,me_brown_lands_region,WILD,wild_buffer
me_land_3366,land,me_khand_region,KHA,owned
me_land_3367,land,me_rohan_region,ROH,owned
me_land_3368,land,me_khand_region,KHA,owned
me_land_3369,land,me_enedwaith_region,DUN,owned
me_land_3370,land,me_far_harad_region,KHA,owned
me_land_3371,land,me_brown_lands_region,WILD,wild_buffer
me_land_3372,land,me_mordor_region,MOR,owned
me_land_3373,land,me_umbar_region,UMB,owned
me_land_3374,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3375,land,me_rohan_region,ROH,owned
me_land_3376,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3377,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3378,land,me_rhun_region,RH3,owned
me_land_3379,land,me_rhun_region,RH2,owned
me_land_3380,land,me_far_harad_region,HFA,owned
me_land_3381,land,me_umbar_region,UMB,owned
me_land_3382,land,me_ithilien_region,MOR,owned
me_land_3383,land,me_ithilien_region,WILD,wild_ithilien
me_land_3384,land,me_ithilien_region,WILD,wild_ithilien
me_land_3385,land,me_far_harad_region,HFA,owned
me_land_3386,land,me_rhun_region,RHU,owned
me_land_3387,land,me_south_gondor_region,GON,owned
me_land_3388,land,me_north_arnor_region,RAN,owned
me_land_3389,land,me_rohan_region,ROH,owned
me_land_3390,land,me_rhun_region,RH2,owned
me_land_3391,land,me_rhun_region,RH2,owned
me_land_3392,land,me_far_harad_region,KHA,owned
me_land_3393,land,me_north_arnor_region,WILD,wild_buffer
me_land_3394,land,me_khand_region,KHA,owned
me_land_3395,land,me_north_arnor_region,WILD,wild_buffer
me_land_3396,land,me_rhun_region,RH2,owned
me_land_3397,land,me_belfalas_region,GON,owned
me_land_3398,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3399,land,me_rhun_region,RH2,owned
me_land_3400,land,me_rhun_region,RHU,owned
me_land_3401,land,me_enedwaith_region,DUN,owned
me_land_3402,land,me_mordor_region,MOR,owned
me_land_3403,land,me_rhun_region,DOR,owned
me_land_3404,land,me_brown_lands_region,WILD,wild_buffer
me_land_3405,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3406,land,me_lindon_region,LIN,owned
me_land_3407,land,me_khand_region,KHA,owned
me_land_3408,land,me_rohan_region,ROH,owned
me_land_3409,land,me_near_harad_region,HNE,owned
me_land_3410,land,me_mordor_region,MOR,owned
me_land_3411,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3412,land,me_lebennin_region,GON,owned
me_land_3413,land,me_forochel_region,WILD,wild_buffer
me_land_3414,land,me_rhun_region,RHU,owned
me_land_3415,land,me_anduin_vale_region,WDM,owned
me_land_3416,land,me_ithilien_region,WILD,wild_ithilien
me_land_3417,land,me_khand_region,KHA,owned
me_land_3418,land,me_forochel_region,WILD,wild_buffer
me_land_3419,land,me_rhun_region,RH2,owned
me_land_3420,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3421,land,me_rohan_region,FAN,owned
me_land_3422,land,me_rhun_region,RH2,owned
me_land_3423,land,me_rhun_region,RHU,owned
me_land_3424,land,me_rhun_region,RH2,owned
me_land_3425,land,me_rhun_region,RHU,owned
me_land_3426,land,me_south_gondor_region,GON,owned
me_land_3427,land,me_enedwaith_region,DUN,owned
me_land_3428,land,me_brown_lands_region,WILD,wild_buffer
me_land_3429,land,me_lindon_region,LIN,owned
me_land_3430,land,me_belfalas_region,GON,owned
me_land_3431,land,me_rhun_region,RHU,owned
me_land_3432,land,me_belfalas_region,GON,owned
me_land_3433,land,me_enedwaith_region,DUN,owned
me_land_3434,land,me_north_arnor_region,WILD,wild_buffer
me_land_3435,land,me_belfalas_region,GON,owned
me_land_3436,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3437,land,me_mordor_region,MOR,owned
me_land_3438,land,me_rhun_region,RHU,owned
me_land_3439,land,me_anorien_region,GON,owned
me_land_3440,land,me_far_harad_region,HNE,owned
me_land_3441,land,me_north_arnor_region,WILD,wild_buffer
me_land_3442,land,me_north_arnor_region,WILD,wild_buffer
me_land_3443,land,me_forochel_region,WILD,wild_buffer
me_land_3444,land,me_enedwaith_region,DUN,owned
me_land_3445,land,me_rhun_region,RH2,owned
me_land_3446,land,me_rhun_region,RHU,owned
me_land_3447,land,me_rhun_region,RH2,owned
me_land_3448,land,me_brown_lands_region,WILD,wild_buffer
me_land_3449,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3450,land,me_khand_region,KHA,owned
me_land_3451,land,me_belfalas_region,GON,owned
me_land_3452,land,me_umbar_region,UMB,owned
me_land_3453,land,me_belfalas_region,GON,owned
me_land_3454,land,me_mirkwood_region,WOO,owned
me_land_3455,land,me_far_harad_region,KHA,owned
me_land_3456,land,me_rhun_region,RHU,owned
me_land_3457,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3458,land,me_ithilien_region,GON,owned
me_land_3459,land,me_rohan_region,ROH,owned
me_land_3460,land,me_north_arnor_region,ANG,owned
me_land_3461,land,me_rhun_region,RH2,owned
me_land_3462,land,me_umbar_region,UMB,owned
me_land_3463,land,me_umbar_region,UMB,owned
me_land_3464,land,me_rhun_region,RHU,owned
me_land_3465,land,me_rhun_region,RHU,owned
me_land_3466,land,me_rohan_region,ROH,owned
me_land_3467,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3468,land,me_rhun_region,RHU,owned
me_land_3469,land,me_mirkwood_region,WOO,owned
me_land_3470,land,me_near_harad_region,KHA,owned
me_land_3471,land,me_north_arnor_region,WILD,wild_buffer
me_land_3472,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3473,land,me_far_harad_region,HNE,owned
me_land_3474,land,me_shire_breeland_region,BRE,owned
me_land_3475,land,me_khand_region,KHA,owned
me_land_3476,land,me_khand_region,KHA,owned
me_land_3477,land,me_rhun_region,RHU,owned
me_land_3478,land,me_enedwaith_region,DUN,owned
me_land_3479,land,me_anorien_region,DRU,owned
me_land_3480,land,me_far_harad_region,HFA,owned
me_land_3481,land,me_north_arnor_region,WILD,wild_buffer
me_land_3482,land,me_mordor_region,MOR,owned
me_land_3483,land,me_rhun_region,RH2,owned
me_land_3484,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3485,land,me_near_harad_region,HNE,owned
me_land_3486,land,me_rohan_region,ROH,owned
me_land_3487,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3488,land,me_far_harad_region,KHA,owned
me_land_3489,land,me_near_harad_region,KHA,owned
me_land_3490,land,me_rhun_region,RHU,owned
me_land_3491,land,me_umbar_region,UMB,owned
me_land_3492,land,me_mirkwood_region,WOO,owned
me_land_3493,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3494,land,me_north_arnor_region,WILD,wild_buffer
me_land_3495,land,me_rhun_region,RH2,owned
me_land_3496,land,me_ithilien_region,MOR,owned
me_land_3497,land,me_khand_region,KHA,owned
me_land_3498,land,me_mordor_region,MOR,owned
me_land_3499,land,me_mordor_region,MOR,owned
me_land_3500,land,me_grey_mountains_region,IRO,owned
me_land_3501,land,me_shire_breeland_region,SHI,owned
me_land_3502,land,me_mirkwood_region,WOO,owned
me_land_3503,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3504,land,me_mordor_region,MOR,owned
me_land_3505,land,me_north_arnor_region,WILD,wild_buffer
me_land_3506,land,me_khand_region,KHA,owned
me_land_3507,land,me_mordor_region,MOR,owned
me_land_3508,land,me_north_arnor_region,WILD,wild_buffer
me_land_3509,land,me_lindon_region,LIN,owned
me_land_3510,land,me_south_gondor_region,GON,owned
me_land_3511,land,me_south_gondor_region,GON,owned
me_land_3512,land,me_belfalas_region,GON,owned
me_land_3513,land,me_shire_breeland_region,BRE,owned
me_land_3514,land,me_north_arnor_region,WILD,wild_buffer
me_land_3515,land,me_rohan_region,ROH,owned
me_land_3516,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3517,land,me_rhun_region,RHU,owned
me_land_3518,land,me_khand_region,KHA,owned
me_land_3519,land,me_north_arnor_region,WILD,wild_buffer
me_land_3520,land,me_enedwaith_region,DUN,owned
me_land_3521,land,me_near_harad_region,HRA,owned
me_land_3522,land,me_anduin_vale_region,LOR,owned
me_land_3523,land,me_near_harad_region,UMB,owned
me_land_3524,land,me_north_arnor_region,WILD,wild_buffer
me_land_3525,land,me_far_harad_region,KHA,owned
me_land_3526,land,me_rhun_region,RH2,owned
me_land_3527,land,me_brown_lands_region,WILD,wild_buffer
me_land_3528,land,me_khand_region,KHA,owned
me_land_3529,land,me_rhun_region,RHU,owned
me_land_3530,land,me_lebennin_region,GON,owned
me_land_3531,land,me_khand_region,KHA,owned
me_land_3532,land,me_khand_region,KHA,owned
me_land_3533,land,me_angmar_region,WILD,wild_buffer
me_land_3534,land,me_lindon_region,LIN,owned
me_land_3535,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3536,land,me_brown_lands_region,WILD,wild_buffer
me_land_3537,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3538,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3539,land,me_mordor_region,MOR,owned
me_land_3540,land,me_rhun_region,RH2,owned
me_land_3541,land,me_rhun_region,RHU,owned
me_land_3542,land,me_khand_region,KHA,owned
me_land_3543,land,me_rhun_region,RHU,owned
me_land_3544,land,me_rhun_region,RH2,owned
me_land_3545,land,me_north_arnor_region,ANG,owned
me_land_3546,land,me_rhun_region,RH2,owned
me_land_3547,land,me_near_harad_region,HNE,owned
me_land_3548,land,me_near_harad_region,KHA,owned
me_land_3549,land,me_near_harad_region,UMB,owned
me_land_3550,land,me_mordor_region,MOR,owned
me_land_3551,land,me_lindon_region,LIN,owned
me_land_3552,land,me_lindon_region,LIN,owned
me_land_3553,land,me_brown_lands_region,WILD,wild_buffer
me_land_3554,land,me_khand_region,KHA,owned
me_land_3555,land,me_lebennin_region,GON,owned
me_land_3556,land,me_mirkwood_region,WOO,owned
me_land_3557,land,me_far_harad_region,KHA,owned
me_land_3558,land,me_rhun_region,DOR,owned
me_land_3559,land,me_belfalas_region,GON,owned
me_land_3560,land,me_far_harad_region,KHA,owned
me_land_3561,land,me_khand_region,KHA,owned
me_land_3562,land,me_north_arnor_region,WILD,wild_buffer
me_land_3563,land,me_rhun_region,RH3,owned
me_land_3564,land,me_rhun_region,DOR,owned
me_land_3565,land,me_mirkwood_region,WOO,owned
me_land_3566,land,me_rhun_region,RH2,owned
me_land_3567,land,me_far_harad_region,KHA,owned
me_land_3568,land,me_brown_lands_region,WILD,wild_buffer
me_land_3569,land,me_mordor_region,MOR,owned
me_land_3570,land,me_mordor_region,MOR,owned
me_land_3571,land,me_khand_region,KHA,owned
me_land_3572,land,me_near_harad_region,UMB,owned
me_land_3573,land,me_mordor_region,MOR,owned
me_land_3574,land,me_rhun_region,RHU,owned
me_land_3575,land,me_enedwaith_region,DUN,owned
me_land_3576,land,me_shire_breeland_region,BRE,owned
me_land_3577,land,me_mordor_region,MOR,owned
me_land_3578,land,me_near_harad_region,HNE,owned
me_land_3579,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3580,land,me_rhun_region,RH3,owned
me_land_3581,land,me_angmar_region,WILD,wild_buffer
me_land_3582,land,me_mordor_region,MOR,owned
me_land_3583,land,me_ithilien_region,WILD,wild_ithilien
me_land_3584,land,me_belfalas_region,GON,owned
me_land_3585,land,me_brown_lands_region,WILD,wild_buffer
me_land_3586,land,me_angmar_region,WILD,wild_buffer
me_land_3587,land,me_near_harad_region,HNE,owned
me_land_3588,land,me_rhun_region,RHU,owned
me_land_3589,land,me_brown_lands_region,WILD,wild_buffer
me_land_3590,land,me_mordor_region,MOR,owned
me_land_3591,land,me_mordor_region,MOR,owned
me_land_3592,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3593,land,me_anorien_region,GON,owned
me_land_3594,land,me_mirkwood_region,WOO,owned
me_land_3595,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3596,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3597,land,me_belfalas_region,GON,owned
me_land_3598,land,me_south_gondor_region,GON,owned
me_land_3599,land,me_enedwaith_region,DUN,owned
me_land_3600,land,me_mordor_region,MOR,owned
me_land_3601,land,me_mordor_region,MOR,owned
me_land_3602,land,me_enedwaith_region,DUN,owned
me_land_3603,land,me_grey_mountains_region,ERE,owned
me_land_3604,land,me_mordor_region,MOR,owned
me_land_3605,land,me_enedwaith_region,DUN,owned
me_land_3606,land,me_rhun_region,RHU,owned
me_land_3607,land,me_brown_lands_region,WILD,wild_buffer
me_land_3608,land,me_mordor_region,MOR,owned
me_land_3609,land,me_far_harad_region,HFA,owned
me_land_3610,land,me_rhun_region,RH2,owned
me_land_3611,land,me_rhun_region,RH2,owned
me_land_3612,land,me_angmar_region,WILD,wild_buffer
me_land_3613,land,me_mordor_region,MOR,owned
me_land_3614,land,me_rhun_region,RH3,owned
me_land_3615,land,me_rhun_region,RH2,owned
me_land_3616,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3617,land,me_shire_breeland_region,SHI,owned
me_land_3618,land,me_mirkwood_region,WOO,owned
me_land_3619,land,me_far_harad_region,HFA,owned
me_land_3620,land,me_angmar_region,WILD,wild_buffer
me_land_3621,land,me_northern_wastes_region,WILD,wild_forodwaith
me_land_3622,land,me_enedwaith_region,DUN,owned
me_land_3623,land,me_khand_region,KHA,owned
me_land_3624,land,me_mirkwood_region,WOO,owned
me_land_3625,land,me_far_harad_region,HFA,owned
me_land_3626,land,me_lebennin_region,GON,owned
me_land_3627,land,me_far_harad_region,HFA,owned
me_land_3628,land,me_far_harad_region,HFA,owned
me_land_3629,land,me_brown_lands_region,WILD,wild_buffer
me_land_3630,land,me_lebennin_region,GON,owned
me_land_3631,land,me_rohan_region,ROH,owned
me_land_3632,land,me_enedwaith_region,WILD,wild_enedwaith
me_land_3633,land,me_north_arnor_region,RAN,owned
me_land_3634,land,me_far_harad_region,HFA,owned
me_land_3635,land,me_north_arnor_region,WILD,wild_buffer
me_land_3636,land,me_rhun_region,DOR,owned
me_land_3637,land,me_north_arnor_region,ANG,owned
me_land_3638,land,me_north_arnor_region,WILD,wild_buffer
me_land_3639,land,me_rhun_region,RHU,owned
me_land_3640,land,me_anduin_vale_region,WILD,wild_buffer
me_land_3641,land,me_mordor_region,MOR,owned
me_land_3642,land,me_mordor_region,MOR,owned
me_land_3643,land,me_enedwaith_region,DUN,owned
me_land_3644,land,me_umbar_region,UMB,owned
me_land_3645,land,me_mordor_region,MOR,owned
me_land_3646,land,me_rhun_region,RHU,owned
me_land_3647,land,me_ithilien_region,MOR,owned
me_land_3648,land,me_far_harad_region,KHA,owned
me_land_3649,land,me_near_harad_region,KHA,owned
me_land_3650,land,me_anduin_vale_region,LOR,owned
me_land_3651,land,me_grey_mountains_region,GUN,owned
me_land_3652,land,me_near_harad_region,HNE,owned
me_land_3653,land,me_mordor_region,MOR,owned
me_land_3654,land,me_ithilien_region,MOR,owned
me_land_3655,land,me_northern_wastes_region,WILD,wild_forodwaith
