location,name,kind,region,realm,rank,source
me_land_1161,Rhovath Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1162,Sagath Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1163,Riddenu,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1164,Barrowgate,land,me_anduin_vale_region,WDM,place,† M3 regional lexicon
me_land_1165,Coldshore,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1166,Azgshak,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_1167,Celon lothdor,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1168,Nim lothdor,land,me_north_arnor_region,RAN,place,† M3 regional lexicon
me_land_1169,Amon morndor,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1170,Bowfell,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_1171,Driftshore,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1172,Blackshak,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1173,Celduinfell,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_1174,Dol morndor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1175,Burzshak,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_1176,Qasasir,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_1177,Rakhasir,land,me_far_harad_region,HNE,place,† M3 regional lexicon
me_land_1178,Eithel morndor,land,me_anorien_region,GON,place,† M3 regional lexicon
me_land_1179,Emyn morndor,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1180,Beacongate,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1181,Sahrasir,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_1182,Imlad morndor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1183,Dushshak,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1184,Khorek,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_1185,Minas morndor,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1186,Ost morndor,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_1187,Taur morndor,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_1188,Bar morndor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1189,Frostshore,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_1190,Sharath Camp,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_1191,Calen morndor,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_1192,Celon morndor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1193,Ghashshak,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1194,Ruzek,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_1195,Blackgate,land,me_shire_breeland_region,BRE,place,† M3 regional lexicon
me_land_1196,Thengeldenu,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1197,Nim morndor,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1198,Skarnek,land,me_far_harad_region,KHA,place,† M3 regional lexicon
me_land_1199,Gorshak,land,me_enedwaith_region,ISE,place,† M3 regional lexicon
me_land_1200,Amon nendor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1201,Grishshak,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_1202,Iceshore,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1203,Krimpshak,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1204,Tazasir,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_1205,Lugshak,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1206,Mossbottom,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_1207,Dol nendor,land,me_anorien_region,GON,place,† M3 regional lexicon
me_land_1208,Uldath Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1209,Bramblegate,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1210,Gorgoroth,land,me_ithilien_region,MOR,landmark,LOTR map
me_land_1211,Bucklandgate,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1212,Umrasir,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_1213,Zarasir,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_1214,Eithel nendor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1215,Cedargate,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_1216,Mauhshak,land,me_brown_lands_region,DOL,place,† M3 regional lexicon
me_land_1217,Wainath Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1218,Nutbottom,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_1219,Wolddenu,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1220,Emyn nendor,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_1221,Azrem,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_1222,Deepgate,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1223,Imlad nendor,land,me_north_arnor_region,RIV,place,† M3 regional lexicon
me_land_1224,Targek,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_1225,Muzgshak,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1226,Northshore,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1227,Zorath Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1228,Nazgshak,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1229,Balen Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1230,Eastgate,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1231,Minas nendor,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1232,Bahrem,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_1233,Boren Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1234,Ost nendor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1235,Taur nendor,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_1236,Greengate,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1237,Honeyden,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_1238,Skaishak,land,me_brown_lands_region,DOL,place,† M3 regional lexicon
me_land_1239,Darem,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_1240,Paleshore,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1241,Bar nendor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1242,Calen nendor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1243,Celon nendor,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1244,Uglshak,land,me_brown_lands_region,DOL,place,† M3 regional lexicon
me_land_1245,Urukshak,land,me_angmar_region,GUN,place,† M3 regional lexicon
me_land_1246,Greygate,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1247,Nim nendor,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1248,Sealshore,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_1249,Oakden,land,me_mirkwood_region,BEO,place,† M3 regional lexicon
me_land_1250,Gathen Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1251,Karmen Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1252,Longgate,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1253,Amon rathdor,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1254,Khuren Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1255,Northgate,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1256,Oakgate,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_1257,Ashsnaga,land,me_anduin_vale_region,MOA,place,† M3 regional lexicon
me_land_1258,Azgsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1259,Dol rathdor,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_1260,Eithel rathdor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1261,Southgate,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1262,Loden Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1263,Bundaglar,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_1264,Farem,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_1265,Aldfeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1266,Emyn rathdor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1267,Riverden,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_1268,Skinden,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_1269,Dumaglar,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_1270,Felekaglar,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_1271,Stonegate,land,me_anorien_region,DRU,place,† M3 regional lexicon
me_land_1272,Snowshore,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1273,Varkek,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_1274,Blacksnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1275,Rushbottom,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_1276,Zandek,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_1277,Hadrem,land,me_near_harad_region,HRA,place,† M3 regional lexicon
me_land_1278,Imlad rathdor,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1279,Minas rathdor,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1280,Westgate,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1281,Burzsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1282,Dushsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1283,Stoneden,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_1284,Alderhall,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1285,Ashhall,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1286,Barrowhall,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1287,Ost rathdor,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1288,Beorfeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1289,Ghashsnaga,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_1290,Dead Marshes,land,me_brown_lands_region,WILD,ruin,"LOTR, Book IV, Ch. 2"
me_land_1291,Naren Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1292,Taur rathdor,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_1293,Rhoven Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1294,Beaconhall,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1295,Dalefell,land,me_dale_region,ESG,place,† M3 regional lexicon
me_land_1296,Sagen Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1297,Gorsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1298,Blackhall,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1299,Sharen Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1300,Eastfell,land,me_dale_region,DAL,place,† M3 regional lexicon
me_land_1301,Ulden Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1302,Grishsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1303,Bregofeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1304,Wainen Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1305,Krimpsnaga,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_1306,Lugsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1307,Bar rathdor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1308,Zoren Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1309,Bramblehall,land,me_anduin_vale_region,WDM,place,† M3 regional lexicon
me_land_1310,Ceorlfeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1311,Starshore,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1312,Arzesh,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_1313,Mauhsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1314,Thistlebottom,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_1315,Whiteshore,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1316,Bucklandhall,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_1317,Willowbottom,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_1318,Calen rathdor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1319,Kharem,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_1320,Balkesh,land,me_near_harad_region,KHA,place,† M3 regional lexicon
me_land_1321,Celon rathdor,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_1322,Nim rathdor,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1323,Amon sarndor,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1324,Muzgsnaga,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_1325,Dol sarndor,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1326,Eithel sarndor,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1327,Nazgsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1328,Balod Camp,land,me_rhun_region,RH3,place,† M3 regional lexicon
me_land_1329,Gamilaglar,land,me_grey_mountains_region,ERE,place,† M3 regional lexicon
me_land_1330,Cedarhall,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_1331,Emyn sarndor,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1332,Skaisnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1333,Imlad sarndor,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_1334,Uglsnaga,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1335,Mahrem,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_1336,Minas sarndor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1337,Deephall,land,me_anorien_region,DRU,place,† M3 regional lexicon
me_land_1338,Wintershore,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_1339,Ost sarndor,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1340,Uruksnaga,land,me_rohan_region,ISE,place,† M3 regional lexicon
me_land_1341,Narem,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_1342,Ashzagh,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1343,Taur sarndor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1344,Azgzagh,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1345,Blackzagh,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1346,Gatholaglar,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_1347,Borod Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1348,Gathod Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1349,Qasem,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_1350,Karmod Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1351,Bar sarndor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1352,Calen sarndor,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_1353,Paths of the Dead,land,me_rohan_region,ROH,ruin,"LOTR, Book V, Ch. 2"
me_land_1354,Easthall,land,me_anduin_vale_region,WILD,wilderness,† M3 regional lexicon
me_land_1355,Burzzagh,land,me_anduin_vale_region,MOA,place,† M3 regional lexicon
me_land_1356,Celon sarndor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1357,Nim sarndor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1358,Dushzagh,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_1359,Khurod Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1360,Lodod Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1361,Gundaglar,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_1362,Greenhall,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1363,Ghashzagh,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_1364,Déorfeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1365,Amon thorondor,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1366,Eorlfeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1367,Narod Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1368,Dol thorondor,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1369,Greyhall,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1370,Gorzagh,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_1371,Coldwater,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_1372,Grishzagh,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1373,Rakhem,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_1374,Longhall,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1375,Eithel thorondor,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_1376,Emyn thorondor,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1377,Driftwater,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1378,Imlad thorondor,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1379,Minas thorondor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1380,Applebrook,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_1381,Frostwater,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1382,Krimpzagh,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1383,Northhall,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1384,Sahrem,land,me_umbar_region,UMB,place,† M3 regional lexicon
me_land_1385,Ost thorondor,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1386,Oakhall,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1387,Taur thorondor,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1388,Rhovod Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1389,Esgarfell,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_1390,Lugzagh,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_1391,Folcfeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1392,Sagod Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1393,Icewater,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1394,Northwater,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1395,Brownbrook,land,me_shire_breeland_region,SHI,place,† M3 regional lexicon
me_land_1396,Bar thorondor,land,me_anorien_region,GON,place,† M3 regional lexicon
me_land_1397,Valeden,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_1398,Kingfell,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_1399,Calen thorondor,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1400,Sharod Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1401,Celon thorondor,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1402,Palewater,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_1403,Wildden,land,me_mirkwood_region,BEO,place,† M3 regional lexicon
me_land_1404,Henneth Annûn,land,me_ithilien_region,GON,refuge,"LOTR, Book IV, Ch. 5"
me_land_1405,Southhall,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1406,Stonehall,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1407,Mauhzagh,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1408,Nim thorondor,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1409,Tazem,land,me_near_harad_region,HRA,place,† M3 regional lexicon
me_land_1410,Uldod Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1411,Mûmak Gate,land,me_far_harad_region,HFA,city,† seat invented for the on-map Far Harad fringe
me_land_1412,Amon adardûr,land,me_lebennin_region,GON,place,† M3 regional lexicon
me_land_1413,Dol adardûr,land,me_mirkwood_region,WOO,place,† M3 regional lexicon
me_land_1414,Eithel adardûr,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1415,Muzgzagh,land,me_enedwaith_region,MOA,place,† M3 regional lexicon
me_land_1416,Emyn adardûr,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1417,Westhall,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1418,Khazaglar,land,me_lindon_region,BLU,place,† M3 regional lexicon
me_land_1419,Imlad adardûr,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1420,Minas adardûr,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1421,Nazgzagh,land,me_ithilien_region,MOR,place,† M3 regional lexicon
me_land_1422,Sealwater,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_1423,Umrem,land,me_near_harad_region,HRA,place,† M3 regional lexicon
me_land_1424,Wainod Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1425,Ost adardûr,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1426,Taur adardûr,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1427,Alderheath,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1428,Bar adardûr,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1429,Skaizagh,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_1430,Calen adardûr,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1431,Celon adardûr,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1432,Nim adardûr,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1433,Uglzagh,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1434,Zorod Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1435,Framfeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1436,Amon aeldûr,land,me_south_gondor_region,GON,place,† M3 regional lexicon
me_land_1437,Snowwater,land,me_forochel_region,LOS,place,† M3 regional lexicon
me_land_1438,Dol aeldûr,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1439,Zarem,land,me_far_harad_region,HNE,place,† M3 regional lexicon
me_land_1440,Eithel aeldûr,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_1441,Emyn aeldûr,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1442,Balor Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1443,Boror Camp,land,me_rhun_region,RH2,place,† M3 regional lexicon
me_land_1444,Urukzagh,land,me_north_arnor_region,ANG,place,† M3 regional lexicon
me_land_1445,Imlad aeldûr,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1446,Minas aeldûr,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1447,Ashheath,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1448,Azresh,land,me_far_harad_region,HFA,place,† M3 regional lexicon
me_land_1449,Barrowheath,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1450,Ost aeldûr,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_1451,Starwater,land,me_northern_wastes_region,WILD,wilderness,† M3 regional lexicon
me_land_1452,Drazesh,land,me_near_harad_region,KHA,place,† M3 regional lexicon
me_land_1453,Gathor Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1454,The Cross-roads,land,me_ithilien_region,WILD,ruin,"LOTR, Book IV, Ch. 7"
me_land_1455,Beaconheath,land,me_enedwaith_region,DUN,place,† M3 regional lexicon
me_land_1456,Taur aeldûr,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1457,Karmor Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1458,Bar aeldûr,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1459,Calen aeldûr,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1460,Ashbag Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1461,Khuror Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1462,Azgbag Camp,land,me_anduin_vale_region,GOB,place,† M3 regional lexicon
me_land_1463,Blackbag Camp,land,me_rohan_region,ISE,place,† M3 regional lexicon
me_land_1464,Lodor Camp,land,me_rhun_region,RHU,place,† M3 regional lexicon
me_land_1465,Grimfeld,land,me_rohan_region,ROH,place,† M3 regional lexicon
me_land_1466,Burzbag Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1467,Celon aeldûr,land,me_ithilien_region,WILD,wilderness,† M3 regional lexicon
me_land_1468,Dushbag Camp,land,me_brown_lands_region,DOL,place,† M3 regional lexicon
me_land_1469,Bahresh,land,me_near_harad_region,UMB,place,† M3 regional lexicon
me_land_1470,Nim aeldûr,land,me_brown_lands_region,WILD,wilderness,† M3 regional lexicon
me_land_1471,Ghashbag Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1472,Gorbag Camp,land,me_mordor_region,MOR,place,† M3 regional lexicon
me_land_1473,Grishbag Camp,land,me_mirkwood_region,DOL,place,† M3 regional lexicon
me_land_1474,Amon annondûr,land,me_north_arnor_region,WILD,wilderness,† M3 regional lexicon
me_land_1475,Dol annondûr,land,me_belfalas_region,DAM,place,† M3 regional lexicon
me_land_1476,Lakefell,land,me_rhun_region,DOR,place,† M3 regional lexicon
me_land_1477,Blackheath,land,me_enedwaith_region,WILD,wilderness,† M3 regional lexicon
me_land_1478,Eithel annondûr,land,me_anduin_vale_region,LOR,place,† M3 regional lexicon
me_land_1479,Gharesh,land,me_khand_region,KHA,place,† M3 regional lexicon
me_land_1480,Emyn annondûr,land,me_belfalas_region,GON,place,† M3 regional lexicon
me_land_1481,Woodden,land,me_anduin_vale_region,BEO,place,† M3 regional lexicon
me_land_1482,Imlad annondûr,land,me_lindon_region,LIN,place,† M3 regional lexicon
me_land_1483,Daresh,land,me_near_harad_region,HNE,place,† M3 regional lexicon
me_land_1484,Brambleheath,land,me_mirkwood_region,WDM,place,† M3 regional lexicon
me_land_1485,Sarn Ford,land,me_shire_breeland_region,WILD,landmark,"LOTR, Book I, Ch. 2"
