index,key,display_name,kind,control_x,control_y,normalized_x,normalized_y,control_area,biome_id,continent,region,rgb,anchor
3221,me_land_3180,Land 3180,land,2291,1309,0.5594628,0.6394724,329,1,me_rhovanion,me_rohan_region,d9cd75,no
3222,me_land_3181,Land 3181,land,2841,679,0.6937729,0.3317049,249,9,me_mordor_and_rhun,me_rhun_region,7804ee,no
3223,me_land_3182,Land 3182,land,1954,1733,0.4771673,0.8466048,297,10,me_harad,me_umbar_region,163c67,no
3224,me_land_3183,Land 3183,land,2551,496,0.6229548,0.2423058,446,1,me_rhovanion,me_grey_mountains_region,b473e0,no
3225,me_land_3184,Land 3184,land,2298,620,0.5611722,0.3028823,220,3,me_rhovanion,me_mirkwood_region,52ab59,no
3226,me_land_3185,Land 3185,land,1583,928,0.3865690,0.4533464,280,1,me_eriador,me_shire_breeland_region,f0e2d2,no
3227,me_land_3186,Land 3186,land,2720,1437,0.6642247,0.7020029,306,8,me_gondor,me_ithilien_region,8f1a4b,no
3228,me_land_3187,Land 3187,land,2144,1630,0.5235653,0.7962872,174,1,me_gondor,me_belfalas_region,2d51c4,no
3229,me_land_3188,Land 3188,land,3648,1094,0.8908425,0.5344406,397,9,me_mordor_and_rhun,me_rhun_region,cb893d,no
3230,me_land_3189,Land 3189,land,2019,731,0.4930403,0.3571080,590,1,me_eriador,me_enedwaith_region,69c0b6,no
3231,me_land_3190,Land 3190,land,1335,1098,0.3260073,0.5363947,346,2,me_eriador,me_enedwaith_region,07f82f,no
3232,me_land_3191,Land 3191,land,3069,755,0.7494505,0.3688324,358,9,me_mordor_and_rhun,me_rhun_region,a62fa8,no
3233,me_land_3192,Land 3192,land,2772,1809,0.6769231,0.8837323,364,10,me_harad,me_near_harad_region,446721,no
3234,me_land_3193,Land 3193,land,2186,1615,0.5338217,0.7889595,310,1,me_gondor,me_belfalas_region,e29e9a,no
3235,me_land_3194,Land 3194,land,1587,606,0.3875458,0.2960430,290,1,me_eriador,me_north_arnor_region,80d613,no
3236,me_land_3195,Land 3195,land,2548,1460,0.6222222,0.7132389,267,2,me_gondor,me_anorien_region,1f0d8c,no
3237,me_land_3196,Land 3196,land,1202,880,0.2935287,0.4298974,276,1,me_eriador,me_shire_breeland_region,bd4505,no
3238,me_land_3197,Land 3197,land,944,1144,0.2305250,0.5588666,364,1,me_eriador,me_lindon_region,5b7c7e,no
3239,me_land_3198,Land 3198,land,1822,796,0.4449328,0.3888617,249,2,me_eriador,me_shire_breeland_region,f9b3f7,no
3240,me_land_3199,Land 3199,land,3673,831,0.8969475,0.4059599,503,9,me_mordor_and_rhun,me_rhun_region,97eb70,no
3241,me_land_3200,Land 3200,land,2258,754,0.5514042,0.3683439,275,3,me_rhovanion,me_mirkwood_region,3622e9,no
3242,me_land_3201,Land 3201,land,2402,996,0.5865690,0.4865657,527,3,me_rhovanion,me_mirkwood_region,d45a62,no
3243,me_land_3202,Land 3202,land,1770,736,0.4322344,0.3595506,275,2,me_eriador,me_shire_breeland_region,7291db,no
3244,me_land_3203,Land 3203,land,2395,1106,0.5848596,0.5403029,364,9,me_rhovanion,me_mirkwood_region,10c954,no
3245,me_land_3204,Land 3204,land,2100,1964,0.5128205,0.9594529,398,10,me_harad,me_umbar_region,af00cd,no
3246,me_land_3205,Land 3205,land,3024,575,0.7384615,0.2808989,282,9,me_mordor_and_rhun,me_rhun_region,4d3846,no
3247,me_land_3206,Land 3206,land,2633,900,0.6429792,0.4396678,516,3,me_rhovanion,me_mirkwood_region,eb6fbf,no
3248,me_land_3207,Land 3207,land,2645,1398,0.6459096,0.6829507,513,2,me_gondor,me_ithilien_region,89a738,no
3249,me_land_3208,Land 3208,land,2913,1017,0.7113553,0.4968246,513,9,me_mordor_and_rhun,me_rhun_region,27deb1,no
3250,me_land_3209,Land 3209,land,3680,1055,0.8986569,0.5153884,328,9,me_mordor_and_rhun,me_rhun_region,c6162a,no
3251,me_land_3210,Land 3210,land,1465,1024,0.3577534,0.5002443,329,1,me_eriador,me_enedwaith_region,644da3,no
3252,me_land_3211,Land 3211,land,1761,1750,0.4300366,0.8549096,399,10,me_harad,me_umbar_region,02851c,no
3253,me_land_3212,Land 3212,land,1592,1397,0.3887668,0.6824621,393,1,me_gondor,me_belfalas_region,a0bc95,no
3254,me_land_3213,Land 3213,land,2861,1909,0.6986569,0.9325843,331,10,me_harad,me_near_harad_region,3ef40e,no
3255,me_land_3214,Land 3214,land,3428,1051,0.8371184,0.5134343,458,9,me_mordor_and_rhun,me_rhun_region,dd2b87,no
3256,me_land_3215,Land 3215,land,3285,1094,0.8021978,0.5344406,448,9,me_mordor_and_rhun,me_rhun_region,7b6300,no
3257,me_land_3216,Land 3216,land,2557,1663,0.6244200,0.8124084,258,1,me_gondor,me_south_gondor_region,199a79,no
3258,me_land_3217,Land 3217,land,2775,615,0.6776557,0.3004397,301,1,me_mordor_and_rhun,me_rhun_region,b7d1f2,no
3259,me_land_3218,Land 3218,land,1602,953,0.3912088,0.4655594,217,1,me_eriador,me_shire_breeland_region,56096b,no
3260,me_land_3219,Land 3219,land,2502,1065,0.6109890,0.5202736,330,9,me_rhovanion,me_mirkwood_region,f440e4,no
3261,me_land_3220,Land 3220,land,2362,512,0.5768010,0.2501221,409,3,me_rhovanion,me_grey_mountains_region,92785d,no
3262,me_land_3221,Land 3221,land,1199,947,0.2927961,0.4626282,213,1,me_eriador,me_shire_breeland_region,30afd6,no
3263,me_land_3222,Land 3222,land,966,1176,0.2358974,0.5744993,356,1,me_eriador,me_lindon_region,cee74f,no
3264,me_land_3223,Land 3223,land,2229,1057,0.5443223,0.5163654,281,3,me_rhovanion,me_mirkwood_region,6d1ec8,no
3265,me_land_3224,Land 3224,land,3061,1884,0.7474969,0.9203713,609,10,me_harad,me_near_harad_region,0b5641,no
3266,me_land_3225,Land 3225,land,2177,540,0.5316239,0.2638007,422,1,me_rhovanion,me_grey_mountains_region,a98dba,no
3267,me_land_3226,Land 3226,land,2786,1253,0.6803419,0.6121153,311,6,me_mordor_and_rhun,me_mordor_region,47c533,no
3268,me_land_3227,Land 3227,land,3342,1463,0.8161172,0.7147044,370,1,me_mordor_and_rhun,me_mordor_region,e5fcac,no
3269,me_land_3228,Land 3228,land,1770,721,0.4322344,0.3522228,263,2,me_eriador,me_shire_breeland_region,843425,no
3270,me_land_3229,Land 3229,land,1186,982,0.2896215,0.4797264,305,1,me_eriador,me_lindon_region,226b9e,no
3271,me_land_3230,Land 3230,land,2501,1702,0.6107448,0.8314607,313,10,me_harad,me_near_harad_region,c0a317,no
3272,me_land_3231,Land 3231,land,3718,1068,0.9079365,0.5217391,278,1,me_mordor_and_rhun,me_rhun_region,5eda90,no
3273,me_land_3232,Land 3232,land,1514,1747,0.3697192,0.8534441,328,10,me_harad,me_umbar_region,fd1209,no
3274,me_land_3233,Land 3233,land,3046,1393,0.7438339,0.6805081,452,8,me_mordor_and_rhun,me_mordor_region,9b4982,no
3275,me_land_3234,Land 3234,land,968,841,0.2363858,0.4108451,346,1,me_eriador,me_lindon_region,3980fb,no
3276,me_land_3235,Land 3235,land,2176,1200,0.5313797,0.5862237,267,1,me_rhovanion,me_anduin_vale_region,d7b874,no
3277,me_land_3236,Land 3236,land,1179,1201,0.2879121,0.5867123,385,1,me_eriador,me_lindon_region,75efed,no
3278,me_land_3237,Land 3237,land,3462,725,0.8454212,0.3541768,256,9,me_mordor_and_rhun,me_rhun_region,142766,no
3279,me_land_3238,Land 3238,land,2651,671,0.6473748,0.3277968,176,3,me_rhovanion,me_dale_region,b25edf,no
3280,me_land_3239,Land 3239,land,1939,1774,0.4735043,0.8666341,323,10,me_harad,me_umbar_region,509658,no
3281,me_land_3240,Land 3240,land,2835,1289,0.6923077,0.6297020,301,4,me_mordor_and_rhun,me_mordor_region,eecdd1,no
3282,me_land_3241,Land 3241,land,3141,637,0.7670330,0.3111871,475,9,me_mordor_and_rhun,me_rhun_region,8d054a,no
3283,me_land_3242,Land 3242,land,2457,271,0.6000000,0.1323889,644,5,me_forodwaith,me_northern_wastes_region,2b3cc3,no
3284,me_land_3243,Land 3243,land,2585,1818,0.6312576,0.8881290,281,10,me_harad,me_near_harad_region,c9743c,no
3285,me_land_3244,Land 3244,land,2436,1613,0.5948718,0.7879824,229,1,me_gondor,me_lebennin_region,67abb5,no
3286,me_land_3245,Land 3245,land,3361,501,0.8207570,0.2447484,383,9,me_mordor_and_rhun,me_rhun_region,05e32e,no
3287,me_land_3246,Land 3246,land,2165,1143,0.5286935,0.5583781,286,1,me_rhovanion,me_anduin_vale_region,a41aa7,no
3288,me_land_3247,Land 3247,land,1919,76,0.4686203,0.0371275,350,1,me_forodwaith,me_angmar_region,425220,no
3289,me_land_3248,Land 3248,land,3271,1609,0.7987790,0.7860283,346,1,me_mordor_and_rhun,me_mordor_region,e08999,no
3290,me_land_3249,Land 3249,land,3163,1043,0.7724054,0.5095261,402,9,me_mordor_and_rhun,me_rhun_region,7ec112,no
3291,me_land_3250,Land 3250,land,849,389,0.2073260,0.1900342,555,5,me_forodwaith,me_forochel_region,1cf88b,no
3292,me_land_3251,Land 3251,land,1093,109,0.2669109,0.0532487,393,5,me_forodwaith,me_forochel_region,bb3004,no
3293,me_land_3252,Land 3252,land,2720,274,0.6642247,0.1338544,283,5,me_forodwaith,me_northern_wastes_region,59677d,no
3294,me_land_3253,Land 3253,land,2003,563,0.4891331,0.2750366,443,1,me_eriador,me_north_arnor_region,f79ef6,no
3295,me_land_3254,Land 3254,land,3280,1853,0.8009768,0.9052272,600,10,me_harad,me_near_harad_region,95d66f,no
3296,me_land_3255,Land 3255,land,2276,655,0.5557998,0.3199805,333,3,me_rhovanion,me_mirkwood_region,340de8,no
3297,me_land_3256,Land 3256,land,1311,1141,0.3201465,0.5574011,180,2,me_eriador,me_enedwaith_region,d24561,no
3298,me_land_3257,Land 3257,land,2450,952,0.5982906,0.4650708,302,3,me_rhovanion,me_mirkwood_region,707cda,no
3299,me_land_3258,Land 3258,land,3369,660,0.8227106,0.3224231,331,9,me_mordor_and_rhun,me_rhun_region,0eb453,no
3300,me_land_3259,Land 3259,land,1968,1555,0.4805861,0.7596483,272,1,me_gondor,me_belfalas_region,acebcc,no
3301,me_land_3260,Land 3260,land,3438,1757,0.8395604,0.8583293,291,10,me_harad,me_near_harad_region,4b2345,no
3302,me_land_3261,Land 3261,land,3312,583,0.8087912,0.2848070,304,9,me_mordor_and_rhun,me_rhun_region,e95abe,no
3303,me_land_3262,Land 3262,land,3225,557,0.7875458,0.2721055,355,9,me_mordor_and_rhun,me_rhun_region,879237,no
3304,me_land_3263,Land 3263,land,2000,174,0.4884005,0.0850024,926,5,me_forodwaith,me_angmar_region,25c9b0,no
3305,me_land_3264,Land 3264,land,1801,965,0.4398046,0.4714216,225,1,me_eriador,me_shire_breeland_region,c40129,no
3306,me_land_3265,Land 3265,land,2256,1638,0.5509158,0.8001954,255,1,me_gondor,me_lebennin_region,6238a2,no
3307,me_land_3266,Land 3266,land,2537,803,0.6195360,0.3922814,257,3,me_rhovanion,me_dale_region,00701b,no
3308,me_land_3267,Land 3267,land,1196,1054,0.2920635,0.5148999,307,1,me_eriador,me_enedwaith_region,9ea794,no
3309,me_land_3268,Land 3268,land,1707,1007,0.4168498,0.4919394,254,1,me_eriador,me_enedwaith_region,3cdf0d,no
3310,me_land_3269,Land 3269,land,2787,658,0.6805861,0.3214460,372,1,me_mordor_and_rhun,me_rhun_region,db1686,no
3311,me_land_3270,Land 3270,land,3500,1336,0.8547009,0.6526624,335,1,me_mordor_and_rhun,me_mordor_region,794dff,no
3312,me_land_3271,Land 3271,land,2608,1188,0.6368742,0.5803615,311,9,me_rhovanion,me_brown_lands_region,178578,no
3313,me_land_3272,Land 3272,land,3580,983,0.8742369,0.4802149,603,9,me_mordor_and_rhun,me_rhun_region,b5bcf1,no
3314,me_land_3273,Land 3273,land,1352,443,0.3301587,0.2164143,728,5,me_forodwaith,me_forochel_region,53f46a,no
3315,me_land_3274,Land 3274,land,1787,1898,0.4363858,0.9272106,296,10,me_harad,me_umbar_region,f22be3,no
3316,me_land_3275,Land 3275,land,2625,545,0.6410256,0.2662433,303,3,me_rhovanion,me_grey_mountains_region,90635c,no
3317,me_land_3276,Land 3276,land,2565,680,0.6263736,0.3321935,294,3,me_rhovanion,me_dale_region,2e9ad5,no
3318,me_land_3277,Land 3277,land,1407,1358,0.3435897,0.6634099,279,1,me_gondor,me_belfalas_region,ccd24e,no
3319,me_land_3278,Land 3278,land,2381,1371,0.5814408,0.6697606,360,1,me_rhovanion,me_rohan_region,6b09c7,no
3320,me_land_3279,Land 3279,land,1675,660,0.4090354,0.3224231,253,1,me_eriador,me_north_arnor_region,094140,no
3321,me_land_3280,Land 3280,land,1295,673,0.3162393,0.3287738,221,1,me_eriador,me_north_arnor_region,a778b9,no
3322,me_land_3281,Land 3281,land,2077,350,0.5072039,0.1709819,744,5,me_forodwaith,me_angmar_region,45b032,no
3323,me_land_3282,Land 3282,land,2160,125,0.5274725,0.0610650,759,5,me_forodwaith,me_angmar_region,e3e7ab,no
3324,me_land_3283,Land 3283,land,1469,319,0.3587302,0.1558378,490,5,me_forodwaith,me_forochel_region,821f24,no
3325,me_land_3284,Land 3284,land,2861,1464,0.6986569,0.7151930,366,8,me_mordor_and_rhun,me_mordor_region,20569d,no
3326,me_land_3285,Land 3285,land,2928,569,0.7150183,0.2779678,253,9,me_mordor_and_rhun,me_rhun_region,be8e16,no
3327,me_land_3286,Land 3286,land,2221,864,0.5423687,0.4220811,269,1,me_rhovanion,me_mirkwood_region,5cc58f,no
3328,me_land_3287,Land 3287,land,1141,1159,0.2786325,0.5661944,324,1,me_eriador,me_lindon_region,fafd08,no
3329,me_land_3288,Land 3288,land,1725,670,0.4212454,0.3273083,237,1,me_eriador,me_north_arnor_region,993481,no
3330,me_land_3289,Land 3289,land,3212,722,0.7843712,0.3527113,326,9,me_mordor_and_rhun,me_rhun_region,376bfa,no
3331,me_land_3290,Land 3290,land,2129,1833,0.5199023,0.8954568,381,10,me_harad,me_umbar_region,d5a373,no
3332,me_land_3291,Land 3291,land,2558,931,0.6246642,0.4548119,316,3,me_rhovanion,me_mirkwood_region,73daec,no
3333,me_land_3292,Land 3292,land,2315,882,0.5653236,0.4308745,298,3,me_rhovanion,me_mirkwood_region,121265,no
3334,me_land_3293,Land 3293,land,3687,805,0.9003663,0.3932584,521,9,me_mordor_and_rhun,me_rhun_region,b049de,no
3335,me_land_3294,Land 3294,land,3043,1379,0.7431013,0.6736688,272,8,me_mordor_and_rhun,me_mordor_region,4e8157,no
3336,me_land_3295,Land 3295,land,2958,851,0.7223443,0.4157303,289,9,me_mordor_and_rhun,me_rhun_region,ecb8d0,no
3337,me_land_3296,Land 3296,land,3380,711,0.8253968,0.3473376,407,9,me_mordor_and_rhun,me_rhun_region,8af049,no
3338,me_land_3297,Land 3297,land,2076,167,0.5069597,0.0815828,521,5,me_forodwaith,me_angmar_region,2927c2,no
3339,me_land_3298,Land 3298,land,2547,1199,0.6219780,0.5857352,413,9,me_rhovanion,me_brown_lands_region,c75f3b,no
3340,me_land_3299,Land 3299,land,963,561,0.2351648,0.2740596,198,1,me_eriador,me_lindon_region,6596b4,no
3341,me_land_3300,Land 3300,land,1557,153,0.3802198,0.0747435,479,5,me_forodwaith,me_angmar_region,03ce2d,no
3342,me_land_3301,Land 3301,land,1950,1788,0.4761905,0.8734734,316,10,me_harad,me_umbar_region,a205a6,no
3343,me_land_3302,Land 3302,land,2140,1328,0.5225885,0.6487543,258,1,me_rhovanion,me_rohan_region,403d1f,no
3344,me_land_3303,Land 3303,land,1198,464,0.2925519,0.2266732,346,1,me_forodwaith,me_forochel_region,de7498,no
3345,me_land_3304,Land 3304,land,2537,1566,0.6195360,0.7650220,142,1,me_gondor,me_south_gondor_region,7cac11,no
3346,me_land_3305,Land 3305,land,2517,1710,0.6146520,0.8353688,338,10,me_harad,me_near_harad_region,1ae38a,no
3347,me_land_3306,Land 3306,land,3042,1333,0.7428571,0.6511969,479,8,me_mordor_and_rhun,me_mordor_region,b91b03,no
3348,me_land_3307,Land 3307,land,2800,1875,0.6837607,0.9159746,390,10,me_harad,me_near_harad_region,57527c,no
3349,me_land_3308,Land 3308,land,3094,311,0.7555556,0.1519297,677,5,me_forodwaith,me_northern_wastes_region,f589f5,no
3350,me_land_3309,Land 3309,land,2271,636,0.5545788,0.3106986,324,3,me_rhovanion,me_mirkwood_region,93c16e,no
3351,me_land_3310,Land 3310,land,1996,626,0.4874237,0.3058134,265,1,me_eriador,me_north_arnor_region,31f8e7,no
3352,me_land_3311,Land 3311,land,2413,778,0.5892552,0.3800684,375,3,me_rhovanion,me_mirkwood_region,d03060,no
3353,me_land_3312,Land 3312,land,1163,624,0.2840049,0.3048363,248,1,me_eriador,me_lindon_region,6e67d9,no
3354,me_land_3313,Land 3313,land,2669,1014,0.6517705,0.4953591,640,1,me_rhovanion,me_mirkwood_region,0c9f52,no
3355,me_land_3314,Land 3314,land,2210,1726,0.5396825,0.8431851,465,10,me_harad,me_near_harad_region,aad6cb,no
3356,me_land_3315,Land 3315,land,1020,451,0.2490842,0.2203224,360,5,me_forodwaith,me_forochel_region,490e44,no
3357,me_land_3316,Land 3316,land,1281,966,0.3128205,0.4719101,280,1,me_eriador,me_shire_breeland_region,e745bd,no
3358,me_land_3317,Land 3317,land,2722,989,0.6647131,0.4831461,315,1,me_rhovanion,me_mirkwood_region,857d36,no
3359,me_land_3318,Land 3318,land,2194,884,0.5357753,0.4318515,369,1,me_rhovanion,me_anduin_vale_region,23b4af,no
3360,me_land_3319,Land 3319,land,1923,1503,0.4695971,0.7342452,348,1,me_rhovanion,me_rohan_region,c1ec28,no
3361,me_land_3320,Land 3320,land,1703,1836,0.4158730,0.8969223,442,10,me_harad,me_umbar_region,6023a1,no
3362,me_land_3321,Land 3321,land,3524,1383,0.8605617,0.6756229,638,1,me_mordor_and_rhun,me_mordor_region,fe5b1a,no
3363,me_land_3322,Land 3322,land,2735,535,0.6678877,0.2613581,276,1,me_mordor_and_rhun,me_rhun_region,9c9293,no
3364,me_land_3323,Land 3323,land,2098,1290,0.5123321,0.6301905,272,3,me_rhovanion,me_rohan_region,3aca0c,no
3365,me_land_3324,Land 3324,land,3004,1386,0.7335775,0.6770884,318,8,me_mordor_and_rhun,me_mordor_region,d90185,no
3366,me_land_3325,Land 3325,land,1442,415,0.3521368,0.2027357,623,5,me_forodwaith,me_forochel_region,7738fe,no
3367,me_land_3326,Land 3326,land,2930,1830,0.7155067,0.8939912,534,10,me_harad,me_near_harad_region,157077,no
3368,me_land_3327,Land 3327,land,1679,946,0.4100122,0.4621397,313,1,me_eriador,me_shire_breeland_region,b3a7f0,no
3369,me_land_3328,Land 3328,land,2103,1031,0.5135531,0.5036639,240,3,me_rhovanion,me_anduin_vale_region,51df69,no
3370,me_land_3329,Land 3329,land,3059,684,0.7470085,0.3341475,291,9,me_mordor_and_rhun,me_rhun_region,f016e2,no
3371,me_land_3330,Land 3330,land,1318,1326,0.3218559,0.6477772,287,1,me_eriador,me_enedwaith_region,8e4e5b,no
3372,me_land_3331,Land 3331,land,2179,1724,0.5321123,0.8422081,233,10,me_harad,me_near_harad_region,2c85d4,no
3373,me_land_3332,Land 3332,land,1663,827,0.4061050,0.4040059,295,1,me_eriador,me_shire_breeland_region,cabd4d,no
3374,me_land_3333,Land 3333,land,1863,1474,0.4549451,0.7200782,246,1,me_gondor,me_belfalas_region,68f4c6,no
3375,me_land_3334,Land 3334,land,3340,459,0.8156288,0.2242306,555,1,me_forodwaith,me_northern_wastes_region,072c3f,no
3376,me_land_3335,Land 3335,land,1901,1529,0.4642247,0.7469468,243,1,me_rhovanion,me_rohan_region,a563b8,no
3377,me_land_3336,Land 3336,land,2813,1048,0.6869353,0.5119687,268,1,me_mordor_and_rhun,me_rhun_region,439b31,no
3378,me_land_3337,Land 3337,land,1831,1904,0.4471306,0.9301417,260,10,me_harad,me_umbar_region,e1d2aa,no
3379,me_land_3338,Land 3338,land,958,436,0.2339438,0.2129946,540,5,me_forodwaith,me_forochel_region,800a23,no
3380,me_land_3339,Land 3339,land,1457,1039,0.3557998,0.5075721,248,1,me_eriador,me_enedwaith_region,1e419c,no
3381,me_land_3340,Land 3340,land,2382,1871,0.5816850,0.9140205,329,10,me_harad,me_near_harad_region,bc7915,no
3382,me_land_3341,Land 3341,land,2781,726,0.6791209,0.3546654,424,1,me_mordor_and_rhun,me_rhun_region,5ab08e,no
3383,me_land_3342,Land 3342,land,915,990,0.2234432,0.4836346,552,1,me_eriador,me_lindon_region,f8e807,no
3384,me_land_3343,Land 3343,land,3690,897,0.9010989,0.4382022,326,9,me_mordor_and_rhun,me_rhun_region,971f80,no
3385,me_land_3344,Land 3344,land,1895,1487,0.4627595,0.7264289,343,1,me_rhovanion,me_rohan_region,3556f9,no
3386,me_land_3345,Land 3345,land,3295,1875,0.8046398,0.9159746,461,10,me_harad,me_near_harad_region,d38e72,no
3387,me_land_3346,Land 3346,land,2080,1806,0.5079365,0.8822667,290,10,me_harad,me_umbar_region,71c5eb,no
3388,me_land_3347,Land 3347,land,1923,703,0.4695971,0.3434294,279,1,me_eriador,me_north_arnor_region,0ffd64,no
3389,me_land_3348,Land 3348,land,1510,595,0.3687424,0.2906693,316,1,me_eriador,me_north_arnor_region,ae34dd,no
3390,me_land_3349,Land 3349,land,2404,482,0.5870574,0.2354665,381,1,me_rhovanion,me_grey_mountains_region,4c6c56,no
3391,me_land_3350,Land 3350,land,2380,1983,0.5811966,0.9687347,317,10,me_harad,me_far_harad_region,eaa3cf,no
3392,me_land_3351,Land 3351,land,2078,1878,0.5074481,0.9174402,303,10,me_harad,me_umbar_region,88db48,no
3393,me_land_3352,Land 3352,land,2054,1054,0.5015873,0.5148999,276,3,me_rhovanion,me_anduin_vale_region,2712c1,no
3394,me_land_3353,Land 3353,land,3258,1112,0.7956044,0.5432340,386,9,me_mordor_and_rhun,me_rhun_region,c54a3a,no
3395,me_land_3354,Land 3354,land,2264,1391,0.5528694,0.6795310,224,1,me_rhovanion,me_rohan_region,6381b3,no
3396,me_land_3355,Land 3355,land,2682,1697,0.6549451,0.8290181,431,1,me_gondor,me_south_gondor_region,01b92c,no
3397,me_land_3356,Land 3356,land,2064,1240,0.5040293,0.6057645,207,3,me_rhovanion,me_rohan_region,9ff0a5,no
3398,me_land_3357,Land 3357,land,1034,972,0.2525031,0.4748412,377,1,me_eriador,me_lindon_region,3e281e,no
3399,me_land_3358,Land 3358,land,2289,859,0.5589744,0.4196385,473,3,me_rhovanion,me_mirkwood_region,dc5f97,no
3400,me_land_3359,Land 3359,land,2302,1433,0.5621490,0.7000489,301,1,me_rhovanion,me_rohan_region,7a9710,no
3401,me_land_3360,Land 3360,land,1727,967,0.4217338,0.4723986,271,1,me_eriador,me_shire_breeland_region,18ce89,no
3402,me_land_3361,Land 3361,land,1344,948,0.3282051,0.4631168,273,1,me_eriador,me_shire_breeland_region,b70602,no
3403,me_land_3362,Land 3362,land,1659,1082,0.4051282,0.5285784,238,1,me_eriador,me_enedwaith_region,553d7b,no
3404,me_land_3363,Land 3363,land,3328,448,0.8126984,0.2188569,481,1,me_forodwaith,me_northern_wastes_region,f374f4,no
3405,me_land_3364,Land 3364,land,1827,1590,0.4461538,0.7767465,238,1,me_gondor,me_belfalas_region,91ac6d,no
3406,me_land_3365,Land 3365,land,2250,666,0.5494505,0.3253542,243,3,me_rhovanion,me_mirkwood_region,2fe3e6,no
3407,me_land_3366,Land 3366,land,1323,269,0.3230769,0.1314118,382,5,me_forodwaith,me_forochel_region,ce1b5f,no
3408,me_land_3367,Land 3367,land,2782,1038,0.6793651,0.5070835,271,1,me_mordor_and_rhun,me_rhun_region,6c52d8,no
3409,me_land_3368,Land 3368,land,2339,1952,0.5711844,0.9535906,363,10,me_harad,me_far_harad_region,0a8a51,no
3410,me_land_3369,Land 3369,land,1230,514,0.3003663,0.2510992,390,1,me_eriador,me_north_arnor_region,a8c1ca,no
3411,me_land_3370,Land 3370,land,3334,1711,0.8141636,0.8358574,365,1,me_harad,me_near_harad_region,46f943,no
3412,me_land_3371,Land 3371,land,1439,1166,0.3514042,0.5696141,305,1,me_eriador,me_enedwaith_region,e530bc,no
3413,me_land_3372,Land 3372,land,3036,1307,0.7413919,0.6384954,316,8,me_mordor_and_rhun,me_mordor_region,836835,no
3414,me_land_3373,Land 3373,land,1524,990,0.3721612,0.4836346,394,1,me_eriador,me_shire_breeland_region,219fae,no
3415,me_land_3374,Land 3374,land,2568,1205,0.6271062,0.5886663,444,9,me_rhovanion,me_brown_lands_region,bfd727,no
3416,me_land_3375,Land 3375,land,2551,1610,0.6229548,0.7865169,321,1,me_gondor,me_south_gondor_region,5e0ea0,no
3417,me_land_3376,Land 3376,land,2561,659,0.6253968,0.3219345,324,3,me_rhovanion,me_dale_region,fc4619,no
3418,me_land_3377,Land 3377,land,2787,696,0.6805861,0.3400098,279,1,me_mordor_and_rhun,me_rhun_region,9a7d92,no
3419,me_land_3378,Land 3378,land,1151,592,0.2810745,0.2892037,299,1,me_eriador,me_lindon_region,38b50b,no
3420,me_land_3379,Land 3379,land,2915,311,0.7118437,0.1519297,465,5,me_forodwaith,me_northern_wastes_region,d6ec84,no
3421,me_land_3380,Land 3380,land,1863,84,0.4549451,0.0410357,397,1,me_forodwaith,me_angmar_region,7523fd,no
3422,me_land_3381,Land 3381,land,1621,992,0.3958486,0.4846116,263,1,me_eriador,me_shire_breeland_region,135b76,no
3423,me_land_3382,Land 3382,land,1154,1169,0.2818071,0.5710796,269,1,me_eriador,me_lindon_region,b192ef,no
3424,me_land_3383,Land 3383,land,3541,1357,0.8647131,0.6629213,345,1,me_mordor_and_rhun,me_mordor_region,4fca68,no
3425,me_land_3384,Land 3384,land,2468,1655,0.6026862,0.8085002,311,1,me_gondor,me_lebennin_region,ee01e1,no
3426,me_land_3385,Land 3385,land,3553,989,0.8676435,0.4831461,456,9,me_mordor_and_rhun,me_rhun_region,8c395a,no
3427,me_land_3386,Land 3386,land,2894,477,0.7067155,0.2330239,522,9,me_forodwaith,me_northern_wastes_region,2a70d3,no
3428,me_land_3387,Land 3387,land,1611,1841,0.3934066,0.8993649,373,10,me_harad,me_umbar_region,c8a84c,no
3429,me_land_3388,Land 3388,land,1914,1191,0.4673993,0.5818271,424,1,me_eriador,me_enedwaith_region,66dfc5,no
3430,me_land_3389,Land 3389,land,1646,1757,0.4019536,0.8583293,248,10,me_harad,me_umbar_region,05173e,no
3431,me_land_3390,Land 3390,land,2511,508,0.6131868,0.2481681,399,3,me_rhovanion,me_grey_mountains_region,a34eb7,no
3432,me_land_3391,Land 3391,land,1929,1754,0.4710623,0.8568637,404,10,me_harad,me_umbar_region,418630,no
3433,me_land_3392,Land 3392,land,1497,1275,0.3655678,0.6228627,379,1,me_eriador,me_enedwaith_region,dfbda9,no
3434,me_land_3393,Land 3393,land,2591,1700,0.6327228,0.8304836,643,1,me_harad,me_near_harad_region,7df522,no
3435,me_land_3394,Land 3394,land,2125,1377,0.5189255,0.6726917,281,1,me_rhovanion,me_rohan_region,1c2c9b,no
3436,me_land_3395,Land 3395,land,1664,719,0.4063492,0.3512457,272,1,me_eriador,me_shire_breeland_region,ba6414,no
3437,me_land_3396,Land 3396,land,1685,647,0.4114774,0.3160723,197,1,me_eriador,me_north_arnor_region,589b8d,no
3438,me_land_3397,Land 3397,land,2275,800,0.5555556,0.3908158,278,3,me_rhovanion,me_mirkwood_region,f6d306,no
3439,me_land_3398,Land 3398,land,2393,1623,0.5843712,0.7928676,242,1,me_gondor,me_lebennin_region,950a7f,no
