location,name,region,realm,rank,population_k,culture,faith,minorities,raw_material,engine_rank,abi_cultures
me_land_0865,Emyn beldor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,clay,rural_settlement,
me_land_0866,Sagun,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wheat,rural_settlement,
me_land_0867,Brownbottom,me_shire_breeland_region,SHI,place,2.868,me_shire_hobbit,me_northern_ways,,wool,rural_settlement,muisca_culture
me_land_0868,Sharun,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wool,rural_settlement,mache_culture
me_land_0869,Imlad beldor,me_anduin_vale_region,LOR,place,1.69,me_galadhrim,me_valar_worship,,livestock,rural_settlement,wipi_culture
me_land_0870,Bizarbizar,me_grey_mountains_region,ERE,place,1.488,me_longbeard,me_mahal_cult,,wheat,rural_settlement,zaza_culture
me_land_0871,Uldun,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,clay,rural_settlement,gurindji_culture
me_land_0872,Minas beldor,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,wheat,rural_settlement,coahuilteco_culture
me_land_0873,Hadrem,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wool,rural_settlement,wari_culture
me_land_0874,Eastfield,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_0875,Blackkrak,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_0876,Wainun,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,livestock,rural_settlement,maba_culture
me_land_0877,Zorun,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_0878,Ost beldor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_0879,Burzkrak,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_0880,Taur beldor,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0881,Bar beldor,me_belfalas_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,circassian_culture
me_land_0882,Bundbizar,me_lindon_region,BLU,place,0.263,me_firebeard_broadbeam,me_mahal_cult,,wheat,rural_settlement,
me_land_0883,Greenfield,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_0884,Balur,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,livestock,rural_settlement,maba_africa_culture
me_land_0885,Edhellond,me_belfalas_region,DAM,ruin,0,me_dol_amrothian,me_valar_worship,,wool,rural_settlement,
me_land_0886,Greyfield,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_0887,Dumbizar,me_rhun_region,IRO,place,0.449,me_longbeard,me_mahal_cult,,wool,rural_settlement,
me_land_0888,Dushkrak,me_enedwaith_region,MOA,place,2.376,me_misty_orc,me_melkorism,,clay,rural_settlement,picard
me_land_0889,Borur,me_rhun_region,RH3,place,5.555,me_sagath,me_melkorism,,livestock,rural_settlement,baradha_culture
me_land_0890,Ghashkrak,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,eastern_pomeranian
me_land_0891,Kharem,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wool,rural_settlement,wargamaygan_culture
me_land_0892,Gorkrak,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_0893,Mahrem,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,livestock,rural_settlement,
me_land_0894,Narem,me_near_harad_region,HRA,place,3.612,me_near_haradrim,me_southron_ways,,wool,rural_settlement,ithanktunwanna_culture
me_land_0895,Grishkrak,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_0896,Framdenu,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,horses,rural_settlement,ouhai_culture
me_land_0897,Krimpkrak,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_0898,Longfield,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0899,Calen beldor,me_brown_lands_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0900,Northfield,me_shire_breeland_region,BRE,place,0.49,me_eriadoran,me_northern_ways,,fiber_crops,rural_settlement,
me_land_0901,Oakfield,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0902,Celon beldor,me_brown_lands_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0903,Oakbark,me_rohan_region,FAN,place,0.009,me_onodrim,me_eldest_ways,,horses,rural_settlement,
me_land_0904,Nim beldor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_0905,Southfield,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0906,Felekbizar,me_grey_mountains_region,ERE,place,1.488,me_longbeard,me_mahal_cult,,livestock,rural_settlement,zapotec_culture
me_land_0907,Northmere,me_forochel_region,LOS,place,0.211,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_0908,Lugkrak,me_grey_mountains_region,GUN,place,5.322,me_northern_orc,me_melkorism,,livestock,rural_settlement,bazombo
me_land_0909,Mauhkrak,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,eastern_kru
me_land_0910,Stonefield,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_0911,Sarn Ford,me_shire_breeland_region,WILD,landmark,0.051,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_0912,Grimdenu,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,wool,rural_settlement,otuho_culture
me_land_0913,Muzgkrak,me_north_arnor_region,ANG,place,1.492,me_northern_orc,me_melkorism,,clay,rural_settlement,yulin_culture
me_land_0914,Amon borndor,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0915,Palemere,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_0916,Nazgkrak,me_anduin_vale_region,MOA,place,2.376,me_misty_orc,me_melkorism,,wool,rural_settlement,piankeshaw_culture
me_land_0917,Gathur,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wool,rural_settlement,mbala
me_land_0918,Dol borndor,me_south_gondor_region,GON,place,3.58,me_gondorian,me_valar_worship,,clay,rural_settlement,kaweinag_culture
me_land_0919,Eithel borndor,me_belfalas_region,GON,place,5.186,me_gondorian,me_valar_worship,,wheat,rural_settlement,ciguayo_culture
me_land_0920,Skaikrak,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_0921,Qasem,me_umbar_region,UMB,place,0.398,me_umbarite,me_sauron_cult,,wool,rural_settlement,
me_land_0922,Emyn borndor,me_north_arnor_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,clay,rural_settlement,
me_land_0923,Withered Heath,me_northern_wastes_region,WILD,ruin,0,me_lossoth,me_lossoth_ways,,fish,rural_settlement,
me_land_0924,Imlad borndor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,clay,rural_settlement,
me_land_0925,Westfield,me_enedwaith_region,DUN,place,4.105,me_dunlending,me_dunland_ways,,livestock,rural_settlement,hausa
me_land_0926,Minas borndor,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,fish,rural_settlement,quapaw_culture
me_land_0927,Ost borndor,me_ithilien_region,WILD,wilderness,0.013,me_gondorian,me_valar_worship,,wool,rural_settlement,
me_land_0928,Taur borndor,me_lebennin_region,GON,place,5.186,me_gondorian,me_valar_worship,,livestock,rural_settlement,ciboney
me_land_0929,Karmur,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,clay,rural_settlement,gureng_gureng_culture
me_land_0930,Butterbottom,me_shire_breeland_region,SHI,place,2.868,me_shire_hobbit,me_northern_ways,,wool,rural_settlement,mudbarra_culture
me_land_0931,Uglkrak,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_0932,Bar borndor,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,clay,rural_settlement,quandamooka_culture
me_land_0933,Alderford,me_shire_breeland_region,BRE,place,0.49,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_0934,Sealmere,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,livestock,rural_settlement,
me_land_0935,Ashford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_0936,Calen borndor,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,clay,rural_settlement,
me_land_0937,Barrowford,me_mirkwood_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0938,Rakhem,me_umbar_region,UMB,place,2.256,me_umbarite,me_sauron_cult,,wool,rural_settlement,rotokas_culture
me_land_0939,Sahrem,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,livestock,rural_settlement,wardaman_culture
me_land_0940,Helmdenu,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,wool,rural_settlement,otomanguean_culture
me_land_0941,Beaconford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_0942,Celon borndor,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_0943,Nim borndor,me_ithilien_region,WILD,wilderness,0.013,me_gondorian,me_valar_worship,,clay,rural_settlement,
me_land_0944,Herudenu,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,clay,rural_settlement,otali_culture
me_land_0945,Amon carandor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_0946,Urukkrak,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_0947,Blackford,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0948,Redby,me_rhun_region,DOR,place,2.076,me_dorwinrim,me_northern_ways,,wool,rural_settlement,sutagao_culture
me_land_0949,Ashlug,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_0950,Léoddenu,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,horses,rural_settlement,osheaga_culture
me_land_0951,Brambleford,me_anduin_vale_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0952,Dol carandor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0953,Azglug,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_0954,Tazem,me_near_harad_region,UMB,place,1.313,me_umbarite,me_sauron_cult,,wheat,rural_settlement,
me_land_0955,Lithlad,me_ithilien_region,WILD,landmark,0.012,me_gondorian,me_valar_worship,,iron,rural_settlement,
me_land_0956,Eithel carandor,me_belfalas_region,GON,place,5.186,me_gondorian,me_valar_worship,,wool,rural_settlement,chuzhou_culture
me_land_0957,Blacklug,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_0958,Riddenu,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,horses,rural_settlement,osage_culture
me_land_0959,Emyn carandor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0960,Imlad carandor,me_mirkwood_region,WOO,place,0.68,me_silvan,me_valar_worship,,wild_game,rural_settlement,
me_land_0961,Burzlug,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_0962,Gamilbizar,me_lindon_region,BLU,place,0.358,me_firebeard_broadbeam,me_mahal_cult,,clay,rural_settlement,
me_land_0963,Westby,me_rhun_region,DOR,place,2.076,me_dorwinrim,me_northern_ways,,clay,rural_settlement,susu
me_land_0964,Bucklandford,me_mirkwood_region,WDM,place,2.321,me_woodman,me_northern_ways,,wheat,rural_settlement,rawa_papua_culture
me_land_0965,Umrem,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,salt,rural_settlement,
me_land_0966,Cloverbottom,me_shire_breeland_region,SHI,place,2.868,me_shire_hobbit,me_northern_ways,,wool,rural_settlement,mubami_culture
me_land_0967,Minas carandor,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_0968,Cedarford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_0969,Ost carandor,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0970,Taur carandor,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_0971,Amberfell,me_dale_region,DAL,place,2.979,me_dalish,me_northern_ways,,wool,rural_settlement,memel_culture
me_land_0972,Bar carandor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0973,Dushlug,me_anduin_vale_region,GOB,place,1.457,me_misty_orc,me_melkorism,,wheat,rural_settlement,
me_land_0974,Khurur,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,horses,rural_settlement,maaya_culture
me_land_0975,Ghashlug,me_angmar_region,WILD,wilderness,0.006,me_northern_orc,me_melkorism,,fish,rural_settlement,
me_land_0976,Snowmere,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wheat,rural_settlement,
me_land_0977,Zarem,me_near_harad_region,UMB,place,1.313,me_umbarite,me_sauron_cult,,wheat,rural_settlement,
me_land_0978,Lodur,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wheat,rural_settlement,mbaka
me_land_0979,Narur,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,livestock,rural_settlement,maasai_culture
me_land_0980,Deepford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_0981,Gorlug,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_0982,Eastford,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0983,Rhovur,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_0984,Calen carandor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0985,Rowanbark,me_anduin_vale_region,FAN,place,0.013,me_onodrim,me_eldest_ways,,medicaments,rural_settlement,
me_land_0986,Greenford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_0987,Azresh,me_far_harad_region,HFA,place,3.574,me_far_haradrim,me_southron_ways,,livestock,rural_settlement,komi
me_land_0988,Sagur,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wheat,rural_settlement,
me_land_0989,Dimplebottom,me_shire_breeland_region,SHI,place,2.868,me_shire_hobbit,me_northern_ways,,fiber_crops,rural_settlement,mu_ngava_culture
me_land_0990,Greyford,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0991,Celon carandor,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,livestock,rural_settlement,chuwi_culture
me_land_0992,Bahresh,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wheat,rural_settlement,waray_culture
me_land_0993,Nim carandor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_0994,Bardfell,me_dale_region,DAL,place,2.057,me_dalish,me_northern_ways,,wheat,rural_settlement,taensa_culture
me_land_0995,Amon duindor,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0996,Thengeldenu,me_rohan_region,ROH,place,1.354,me_rohirric,me_northern_ways,,horses,rural_settlement,
me_land_0997,Dol duindor,me_north_arnor_region,RIV,place,0.068,me_noldor,me_valar_worship,,wheat,rural_settlement,
me_land_0998,Fernbottom,me_shire_breeland_region,SHI,place,2.868,me_shire_hobbit,me_northern_ways,,fiber_crops,rural_settlement,mozabite
me_land_0999,Eithel duindor,me_ithilien_region,WILD,wilderness,0.013,me_gondorian,me_valar_worship,,wheat,rural_settlement,
me_land_1000,Skarnar,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,wheat,rural_settlement,skarureh_culture
me_land_1001,Wolddenu,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,livestock,rural_settlement,osaakiiwaki_culture
me_land_1002,Longford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_1003,Sharur,me_rhun_region,RH3,place,5.555,me_sagath,me_melkorism,,livestock,rural_settlement,baraba_baraba_culture
me_land_1004,Gatholbizar,me_lindon_region,BLU,place,0.358,me_firebeard_broadbeam,me_mahal_cult,,wool,rural_settlement,
me_land_1005,Bellfell,me_dale_region,DAL,place,2.979,me_dalish,me_northern_ways,,wool,rural_settlement,melpa_culture
me_land_1006,Emyn duindor,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_1007,Grishlug,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_1008,Northford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_1009,Daresh,me_far_harad_region,HFA,place,3.574,me_far_haradrim,me_southron_ways,,copper,rural_settlement,kombai_culture
me_land_1010,Krimplug,me_angmar_region,ANG,place,0.139,me_northern_orc,me_melkorism,,fur,rural_settlement,
me_land_1011,Luglug,me_mordor_region,MOR,place,8.473,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,aonikenk_culture
me_land_1012,Aldfeld,me_rohan_region,ROH,place,1.889,me_rohirric,me_northern_ways,,horses,rural_settlement,toaripi_culture
me_land_1013,Imlad duindor,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,wool,rural_settlement,qiwu_culture
me_land_1014,Uldur,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,horses,rural_settlement,mazovian
me_land_1015,Wainur,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wheat,rural_settlement,mazanderani_culture
me_land_1016,Bowfell,me_dale_region,ESG,place,1.612,me_dalish,me_northern_ways,,clay,rural_settlement,wunumara_culture
me_land_1017,Mauhlug,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_1018,Oakford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_1019,Minas duindor,me_south_gondor_region,GON,place,2.686,me_gondorian,me_valar_worship,,wool,rural_settlement,nalyagir_culture
me_land_1020,Starmere,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,fish,rural_settlement,
me_land_1021,Ost duindor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_1022,Barrow-downs,me_shire_breeland_region,BRE,ruin,0,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_1023,Zorur,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wheat,rural_settlement,mayo_culture
me_land_1024,Faresh,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wheat,rural_settlement,warao_culture
me_land_1025,Hadresh,me_far_harad_region,HFA,place,3.574,me_far_haradrim,me_southron_ways,,copper,rural_settlement,kolyms_culture
me_land_1026,Taur duindor,me_ithilien_region,WILD,wilderness,0.014,me_gondorian,me_valar_worship,,clay,rural_settlement,
me_land_1027,Balach Camp,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,clay,rural_settlement,gurage
me_land_1028,Southford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_1029,Muzglug,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_1030,Kharesh,me_near_harad_region,HRA,place,3.612,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,ithanktunwan_culture
me_land_1031,Mahresh,me_far_harad_region,HRA,place,3.612,me_near_haradrim,me_southron_ways,,copper,rural_settlement,itelmen_culture
me_land_1032,Stoneford,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_1033,Bar duindor,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,livestock,rural_settlement,kawaiwete_culture
me_land_1034,Borach Camp,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,clay,rural_settlement,gunwinggu_culture
me_land_1035,Gathach Camp,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,wool,rural_settlement,gununa_kune_culture
me_land_1036,Calen duindor,me_brown_lands_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_1037,Derndingle,me_rohan_region,FAN,refuge,0.05,me_onodrim,me_eldest_ways,,wool,town,
me_land_1038,Celon duindor,me_belfalas_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,chuvash_culture
me_land_1039,Naresh,me_umbar_region,UMB,place,1.313,me_umbarite,me_sauron_cult,,wheat,rural_settlement,
me_land_1040,Westford,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_1041,Whitemere,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_1042,Nazglug,me_anduin_vale_region,GOB,place,1.457,me_misty_orc,me_melkorism,,livestock,rural_settlement,
me_land_1043,Aldergate,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_1044,Nim duindor,me_lebennin_region,GON,place,2.686,me_gondorian,me_valar_worship,,fish,rural_settlement,nakoda_culture
me_land_1045,Ashgate,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_1046,Amon falasdor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,clay,rural_settlement,
me_land_1047,Dol falasdor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_1048,Skailug,me_mordor_region,MOR,place,0.708,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_1049,Beorfeld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,wheat,rural_settlement,oroqen_culture
me_land_1050,Barrowgate,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_1051,Eithel falasdor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_1052,Beacongate,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_1053,Blackgate,me_mirkwood_region,WDM,place,1.259,me_woodman,me_northern_ways,,wild_game,rural_settlement,
me_land_1054,Emyn falasdor,me_brown_lands_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_1055,Ugllug,me_angmar_region,ANG,place,1.091,me_northern_orc,me_melkorism,,clay,rural_settlement,
me_land_1056,Imlad falasdor,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,clay,rural_settlement,
me_land_1057,Minas falasdor,me_belfalas_region,DAM,place,1.757,me_dol_amrothian,me_valar_worship,,clay,rural_settlement,torajan_culture
me_land_1058,Ost falasdor,me_south_gondor_region,GON,place,2.686,me_gondorian,me_valar_worship,,horses,rural_settlement,nakh_culture
me_land_1059,Bramblegate,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_1060,Qasesh,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wool,rural_settlement,wappo_culture
me_land_1061,Bucklandgate,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,clay,rural_settlement,
me_land_1062,Cedargate,me_shire_breeland_region,BRE,place,0.147,me_eriadoran,me_northern_ways,,fiber_crops,rural_settlement,
me_land_1063,Karmach Camp,me_rhun_region,RH3,place,5.555,me_sagath,me_melkorism,,wheat,rural_settlement,bara_culture
me_land_1064,Taur falasdor,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,clay,rural_settlement,qiong_culture
me_land_1065,Deepgate,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_1066,Rakhesh,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,livestock,rural_settlement,wapishana_culture
me_land_1067,Sahresh,me_near_harad_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,livestock,rural_settlement,wapaji_culture
me_land_1068,Tazesh,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wool,rural_settlement,wanka_culture
me_land_1069,Bar falasdor,me_lebennin_region,GON,place,3.891,me_gondorian,me_valar_worship,,fish,rural_settlement,hijazi_culture
me_land_1070,Uruklug,me_rohan_region,ISE,place,0.238,me_isengard_uruk,me_sauron_cult,,horses,rural_settlement,
me_land_1071,Eastgate,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,fish,rural_settlement,
me_land_1072,Calen falasdor,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,wool,rural_settlement,
me_land_1073,Haybottom,me_shire_breeland_region,SHI,place,2.868,me_shire_hobbit,me_northern_ways,,wheat,rural_settlement,moxo_culture
me_land_1074,Celon falasdor,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,chuvan_culture
me_land_1075,Nim falasdor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_1076,Wintermere,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fish,rural_settlement,
me_land_1077,Ashmauk,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_1078,Umresh,me_near_harad_region,HNE,place,1.989,me_near_haradrim,me_southron_ways,,horses,rural_settlement,teushen_culture
me_land_1079,Azgmauk,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
