location,name
me_land_1011,Skaimauk
me_land_1012,Bregofeld
me_land_1013,Bar borndor
me_land_1014,Sharur
me_land_1015,Uldur
me_land_1016,Eastfell
me_land_1017,Uglmauk
me_land_1018,Northford
me_land_1019,Calen borndor
me_land_1020,Starmere
me_land_1021,Celon borndor
me_land_1022,Barrow-downs
me_land_1023,Wainur
me_land_1024,Faresh
me_land_1025,Hadresh
me_land_1026,Nim borndor
me_land_1027,Zorur
me_land_1028,Oakford
me_land_1029,Urukmauk
me_land_1030,Kharesh
me_land_1031,Mahresh
me_land_1032,Southford
me_land_1033,Amon carandor
me_land_1034,Balach Camp
me_land_1035,Borach Camp
me_land_1036,Ashnakh
me_land_1037,Derndingle
me_land_1038,Dol carandor
me_land_1039,Naresh
me_land_1040,Stoneford
me_land_1041,Whitemere
me_land_1042,Eithel carandor
me_land_1043,Westford
me_land_1044,Emyn carandor
me_land_1045,Aldergate
me_land_1046,Imlad carandor
me_land_1047,Minas carandor
me_land_1048,Azgnakh
me_land_1049,Ceorlfeld
me_land_1050,Ashgate
me_land_1051,Ost carandor
me_land_1052,Barrowgate
me_land_1053,Beacongate
me_land_1054,Cirith Gorgor
me_land_1055,Blacknakh
me_land_1056,Bar carandor
me_land_1057,Calen carandor
me_land_1058,Celon carandor
me_land_1059,Blackgate
me_land_1060,Qasesh
me_land_1061,Bramblegate
me_land_1062,Haysend
me_land_1063,Gathach Camp
me_land_1064,Nim carandor
me_land_1065,Cedargate
me_land_1066,Rakhesh
me_land_1067,Sahresh
me_land_1068,Tazesh
me_land_1069,Amon duindor
me_land_1070,Burznakh
me_land_1071,Deepgate
me_land_1072,Dol duindor
me_land_1073,Haybottom
me_land_1074,Eithel duindor
me_land_1075,Emyn duindor
me_land_1076,Wintermere
me_land_1077,Dushnakh
me_land_1078,Umresh
me_land_1079,Ghashnakh
me_land_1080,Imlad duindor
me_land_1081,Minas duindor
me_land_1082,Coldpoint
me_land_1083,Eastgate
me_land_1084,Ost duindor
me_land_1085,Taur duindor
me_land_1086,Bar duindor
me_land_1087,Felekbizar
me_land_1088,Gornakh
me_land_1089,Calen duindor
me_land_1090,Zaresh
me_land_1091,Hazelbottom
me_land_1092,Karmach Camp
me_land_1093,Celon duindor
me_land_1094,Azrim
me_land_1095,Grishnakh
me_land_1096,Bahrim
me_land_1097,Nim duindor
me_land_1098,Darim
me_land_1099,Krimpnakh
me_land_1100,Lugnakh
me_land_1101,Amon falasdor
me_land_1102,Dol falasdor
me_land_1103,Driftpoint
me_land_1104,Eithel falasdor
me_land_1105,Mauhnakh
me_land_1106,Emyn falasdor
me_land_1107,Imlad falasdor
me_land_1108,Muzgnakh
me_land_1109,Minas falasdor
me_land_1110,Greengate
me_land_1111,Greygate
me_land_1112,Nazgnakh
me_land_1113,Gamilbizar
me_land_1114,Farim
me_land_1115,Gatholbizar
me_land_1116,Hadrim
me_land_1117,Déorfeld
me_land_1118,Ost falasdor
me_land_1119,Skainakh
me_land_1120,Longgate
me_land_1121,Taur falasdor
me_land_1122,Eorlfeld
me_land_1123,Kharim
me_land_1124,Mahrim
me_land_1125,Bar falasdor
me_land_1126,Uglnakh
me_land_1127,Narim
me_land_1128,Folcfeld
me_land_1129,Framfeld
me_land_1130,Calen falasdor
me_land_1131,Uruknakh
me_land_1132,Ashshak
me_land_1133,Northgate
me_land_1134,Oakgate
me_land_1135,Celon falasdor
me_land_1136,Frostpoint
me_land_1137,Azgshak
me_land_1138,Blackshak
me_land_1139,Khurach Camp
me_land_1140,Burzshak
me_land_1141,Nim falasdor
me_land_1142,Amon galendor
me_land_1143,Lodach Camp
me_land_1144,Gundbizar
me_land_1145,Dol galendor
me_land_1146,Southgate
me_land_1147,Eithel galendor
me_land_1148,Qasim
me_land_1149,Dushshak
me_land_1150,Emyn galendor
me_land_1151,Imlad galendor
me_land_1152,Minas galendor
me_land_1153,Ost galendor
me_land_1154,Targar
me_land_1155,Taur galendor
me_land_1156,Bar galendor
me_land_1157,Calen galendor
me_land_1158,Narach Camp
me_land_1159,Celon galendor
me_land_1160,Rakhim
me_land_1161,Nim galendor
me_land_1162,Rhovach Camp
me_land_1163,Ghashshak
me_land_1164,Sagach Camp
me_land_1165,Stonegate
me_land_1166,Esgarfell
me_land_1167,Westgate
me_land_1168,Icepoint
me_land_1169,Amon gonddor
me_land_1170,Gorshak
me_land_1171,Dol gonddor
me_land_1172,Sharach Camp
me_land_1173,Uldach Camp
me_land_1174,Sahrim
me_land_1175,Tazim
me_land_1176,Hollybottom
me_land_1177,Eithel gonddor
me_land_1178,Grishshak
me_land_1179,Alderhall
me_land_1180,Krimpshak
me_land_1181,Emyn gonddor
me_land_1182,Khazbizar
me_land_1183,Imlad gonddor
me_land_1184,Wainach Camp
me_land_1185,Lugshak
me_land_1186,Northpoint
me_land_1187,Mauhshak
me_land_1188,Minas gonddor
me_land_1189,Ost gonddor
me_land_1190,Palepoint
me_land_1191,Umrim
me_land_1192,Ashhall
me_land_1193,Kingfell
me_land_1194,Muzgshak
me_land_1195,Merrybottom
me_land_1196,Grimfeld
me_land_1197,Zarim
me_land_1198,Helmfeld
me_land_1199,Varkar
me_land_1200,Azrir
me_land_1201,Nazgshak
me_land_1202,Zandar
me_land_1203,Arzash
me_land_1204,Taur gonddor
me_land_1205,Barrowhall
me_land_1206,Bar gonddor
me_land_1207,Calen gonddor
me_land_1208,Skaishak
me_land_1209,Sealpoint
me_land_1210,Snowpoint
me_land_1211,Uglshak
me_land_1212,Celon gonddor
me_land_1213,Nim gonddor
me_land_1214,Urukshak
me_land_1215,Bahrir
me_land_1216,Amon lothdor
me_land_1217,Dol lothdor
me_land_1218,Darir
me_land_1219,Farir
me_land_1220,Zorach Camp
me_land_1221,Ashsnaga
me_land_1222,Starpoint
me_land_1223,Eithel lothdor
me_land_1224,Emyn lothdor
me_land_1225,Azgsnaga
me_land_1226,Hadrir
me_land_1227,Blacksnaga
me_land_1228,Min-Rimmon
me_land_1229,Balad Camp
me_land_1230,Burzsnaga
me_land_1231,Dushsnaga
me_land_1232,Kharir
me_land_1233,Minas lothdor
me_land_1234,Ost lothdor
me_land_1235,Taur lothdor
me_land_1236,Ghashsnaga
me_land_1237,Mahrir
me_land_1238,Borad Camp
me_land_1239,Herufeld
me_land_1240,Dwimorberg
me_land_1241,Bar lothdor
me_land_1242,Gathad Camp
me_land_1243,Whitepoint
me_land_1244,Narir
me_land_1245,Beaconhall
me_land_1246,Calen lothdor
me_land_1247,Gorsnaga
me_land_1248,Grishsnaga
me_land_1249,Ridfeld
me_land_1250,Balkash
me_land_1251,Krimpsnaga
me_land_1252,Qasir
me_land_1253,Mossbottom
me_land_1254,Rakhir
me_land_1255,Skinden
me_land_1256,Celon lothdor
me_land_1257,Nim lothdor
me_land_1258,Karmad Camp
me_land_1259,The Cross-roads
me_land_1260,Amon morndor
me_land_1261,Winterpoint
me_land_1262,Khurad Camp
me_land_1263,Lodad Camp
me_land_1264,Framsburg
me_land_1265,Narad Camp
me_land_1266,Dol morndor
me_land_1267,Mauhsnaga
me_land_1268,Coldshore
me_land_1269,Nardol
me_land_1270,Eithel morndor
me_land_1271,Muzgsnaga
me_land_1272,Emyn morndor
me_land_1273,Bramblehall
me_land_1274,Imlad morndor
me_land_1275,Rhovad Camp
me_land_1276,Thengelfeld
me_land_1277,Minas morndor
me_land_1278,Ost morndor
me_land_1279,Sagad Camp
me_land_1280,Tolfalas
me_land_1281,Nazgsnaga
me_land_1282,Driftshore
me_land_1283,Taur morndor
me_land_1284,Skaisnaga
me_land_1285,Bar morndor
me_land_1286,Calen morndor
me_land_1287,Rootbark
me_land_1288,Celon morndor
me_land_1289,Bucklandhall
me_land_1290,Nim morndor
me_land_1291,Sharad Camp
me_land_1292,Sahrir
me_land_1293,Uglsnaga
me_land_1294,Nutbottom
me_land_1295,Frostshore
me_land_1296,Uldad Camp
me_land_1297,Tazir
me_land_1298,Cedarhall
me_land_1299,Lakefell
me_land_1300,Amon nendor
me_land_1301,Uruksnaga
me_land_1302,Ashzagh
me_land_1303,Azgzagh
me_land_1304,Stoneden
me_land_1305,Dol nendor
me_land_1306,Longfell
me_land_1307,Eithel nendor
me_land_1308,Blackzagh
me_land_1309,Deephall
me_land_1310,Emyn nendor
me_land_1311,Imlad nendor
me_land_1312,Minas nendor
me_land_1313,Easthall
me_land_1314,Ost nendor
me_land_1315,Wainad Camp
me_land_1316,Wainhold
me_land_1317,Burzzagh
me_land_1318,Umrir
me_land_1319,Greenhall
me_land_1320,Dushzagh
me_land_1321,Fords of Isen
me_land_1322,Field of Celebrant
me_land_1323,Greyhall
me_land_1324,Taur nendor
me_land_1325,Bar nendor
me_land_1326,Ghashzagh
me_land_1327,Gorzagh
me_land_1328,Longhall
me_land_1329,Northhall
me_land_1330,Iceshore
me_land_1331,Oakhall
me_land_1332,Northshore
me_land_1333,Grishzagh
me_land_1334,Brandywine Bridge
me_land_1335,Krimpzagh
me_land_1336,Zarir
me_land_1337,Southhall
me_land_1338,Lugzagh
me_land_1339,Calen nendor
me_land_1340,Celon nendor
me_land_1341,Ravenfell
me_land_1342,Mauhzagh
me_land_1343,Zorad Camp
me_land_1344,Azrun
me_land_1345,Nim nendor
me_land_1346,Rushbottom
me_land_1347,Drazash
me_land_1348,Muzgzagh
me_land_1349,Amon rathdor
me_land_1350,Nazgzagh
me_land_1351,Grey Mountain Ruins
me_land_1352,Skaizagh
me_land_1353,Woldfeld
me_land_1354,Bahrun
me_land_1355,Dol rathdor
me_land_1356,Darun
me_land_1357,Uglzagh
me_land_1358,Eithel rathdor
me_land_1359,Urukzagh
me_land_1360,Farun
me_land_1361,Stonehall
me_land_1362,Emyn rathdor
me_land_1363,Imlad rathdor
me_land_1364,Ashbag Camp
me_land_1365,Westhall
me_land_1366,Balar Camp
me_land_1367,Hadrun
me_land_1368,Aldfold
me_land_1369,Kharun
me_land_1370,Minas rathdor
me_land_1371,Borar Camp
me_land_1372,Kheledbizar
me_land_1373,Ost rathdor
me_land_1374,Mahrun
me_land_1375,Taur rathdor
me_land_1376,Beorfold
me_land_1377,Gathar Camp
me_land_1378,Karmar Camp
me_land_1379,Paleshore
me_land_1380,Alderheath
me_land_1381,Bar rathdor
me_land_1382,Ashheath
me_land_1383,Barrowheath
me_land_1384,Calen rathdor
me_land_1385,Qasun
me_land_1386,Valeden
me_land_1387,Rakhun
me_land_1388,Sealshore
me_land_1389,Celon rathdor
me_land_1390,Nim rathdor
me_land_1391,Amon sarndor
me_land_1392,Khurar Camp
me_land_1393,Dol sarndor
me_land_1394,Lodar Camp
me_land_1395,Eithel sarndor
me_land_1396,Emyn sarndor
me_land_1397,Redfell
me_land_1398,Azgbag Camp
me_land_1399,Snowshore
me_land_1400,Beaconheath
me_land_1401,Narar Camp
me_land_1402,Imlad sarndor
me_land_1403,Gharash
me_land_1404,Minas sarndor
me_land_1405,Rhovar Camp
me_land_1406,Ost sarndor
me_land_1407,Starshore
me_land_1408,Sahrun
me_land_1409,Tazun
me_land_1410,Blackbag Camp
me_land_1411,Blackheath
me_land_1412,Sagar Camp
me_land_1413,Umrun
me_land_1414,Burzbag Camp
me_land_1415,Brambleheath
me_land_1416,Sharar Camp
me_land_1417,Zarun
me_land_1418,Whiteshore
me_land_1419,Azrur
me_land_1420,Uldar Camp
me_land_1421,Bahrur
me_land_1422,Taur sarndor
me_land_1423,Wainar Camp
me_land_1424,Kandash
me_land_1425,Thistlebottom
me_land_1426,Dushbag Camp
me_land_1427,Westfell
me_land_1428,Ghashbag Camp
me_land_1429,Bar sarndor
me_land_1430,Bucklandheath
me_land_1431,Calen sarndor
me_land_1432,Gorbag Camp
me_land_1433,Celon sarndor
me_land_1434,Wintershore
me_land_1435,Bregofold
me_land_1436,Darur
me_land_1437,Cedarheath
me_land_1438,Deepheath
me_land_1439,Grishbag Camp
me_land_1440,Zorar Camp
me_land_1441,Nim sarndor
me_land_1442,Amon thorondor
me_land_1443,Dol thorondor
me_land_1444,Eastheath
me_land_1445,Farur
me_land_1446,Greenheath
me_land_1447,Eithel thorondor
me_land_1448,Krimpbag Camp
me_land_1449,Coldwater
me_land_1450,Balath Camp
me_land_1451,Emyn thorondor
me_land_1452,Borath Camp
me_land_1453,Imlad thorondor
me_land_1454,Greyheath
me_land_1455,Lugbag Camp
me_land_1456,Minas thorondor
me_land_1457,Ost thorondor
me_land_1458,Taur thorondor
me_land_1459,Bar thorondor
me_land_1460,Mauhbag Camp
me_land_1461,Gathath Camp
me_land_1462,Wildden
me_land_1463,Calen thorondor
me_land_1464,Karmath Camp
me_land_1465,Celon thorondor
me_land_1466,Muzgbag Camp
me_land_1467,Nazgbag Camp
me_land_1468,Khurath Camp
me_land_1469,Nim thorondor
me_land_1470,Skaibag Camp
me_land_1471,Uglbag Camp
me_land_1472,Urukbag Camp
me_land_1473,Amon adardûr
me_land_1474,Dol adardûr
me_land_1475,Willowbottom
me_land_1476,Longheath
me_land_1477,Ashburz Camp
me_land_1478,Khazash
me_land_1479,Willowbark
me_land_1480,Eithel adardûr
me_land_1481,Emyn adardûr
me_land_1482,Lodath Camp
me_land_1483,Woodden
me_land_1484,Khorash
me_land_1485,Applebrook
me_land_1486,Hadrur
me_land_1487,Amberford
me_land_1488,Northheath
me_land_1489,Narath Camp
me_land_1490,Kharur
me_land_1491,Imlad adardûr
me_land_1492,Brownbrook
me_land_1493,Minas adardûr
me_land_1494,Azgburz Camp
me_land_1495,Ost adardûr
me_land_1496,Ceorlfold
me_land_1497,Mahrur
me_land_1498,Starkhorn
me_land_1499,Blackburz Camp
me_land_1500,Nargbizar
me_land_1501,Oakheath
me_land_1502,Southheath
me_land_1503,Rhovath Camp
me_land_1504,Sharbizar
me_land_1505,Ruzash
me_land_1506,Taur adardûr
me_land_1507,Sagath Camp
me_land_1508,Sharath Camp
me_land_1509,Stoneheath
me_land_1510,Skarnash
me_land_1511,Qasur
me_land_1512,Rakhur
me_land_1513,Driftwater
me_land_1514,Bar adardûr
me_land_1515,Butterbrook
me_land_1516,Westheath
me_land_1517,Calen adardûr
me_land_1518,Frostwater
me_land_1519,Sahrur
me_land_1520,Celon adardûr
me_land_1521,Nim adardûr
me_land_1522,Burzburz Camp
me_land_1523,Aldermere
me_land_1524,Uldath Camp
me_land_1525,Paths of the Dead
me_land_1526,Ashmere
me_land_1527,Wainath Camp
me_land_1528,Bardford
me_land_1529,Tazur
me_land_1530,Umrur
me_land_1531,Icewater
me_land_1532,Dushburz Camp
me_land_1533,Ghashburz Camp
me_land_1534,Zorath Camp
me_land_1535,Alderbole
me_land_1536,Northwater
me_land_1537,Amon aeldûr
me_land_1538,Zarur
me_land_1539,Dol aeldûr
me_land_1540,Barrowmere
me_land_1541,Azrabad Gate
me_land_1542,Bahrabad Gate
me_land_1543,Eithel aeldûr
me_land_1544,Emyn aeldûr
me_land_1545,Imlad aeldûr
me_land_1546,Beechbole
me_land_1547,Minas aeldûr
me_land_1548,Cair Andros
me_land_1549,Darabad Gate
me_land_1550,Beaconmere
me_land_1551,Ost aeldûr
me_land_1552,Blackmere
me_land_1553,Taur aeldûr
me_land_1554,Eorlfold
me_land_1555,Balen Camp
me_land_1556,Bar aeldûr
me_land_1557,Calen aeldûr
me_land_1558,Gorburz Camp
me_land_1559,Targash
me_land_1560,Boren Camp
me_land_1561,Celon aeldûr
me_land_1562,Palewater
me_land_1563,Nim aeldûr
me_land_1564,Grishburz Camp
me_land_1565,Folcfold
me_land_1566,Bramblemere
me_land_1567,Krimpburz Camp
me_land_1568,Amon annondûr
me_land_1569,Farabad Gate
me_land_1570,Bucklandmere
me_land_1571,Lugburz Camp
me_land_1572,Dol annondûr
me_land_1573,Mauhburz Camp
me_land_1574,Framfold
me_land_1575,Muzgburz Camp
me_land_1576,Eithel annondûr
me_land_1577,Nazgburz Camp
me_land_1578,Sealwater
me_land_1579,Skaiburz Camp
me_land_1580,Emyn annondûr
me_land_1581,Imlad annondûr
me_land_1582,Uglburz Camp
me_land_1583,Gathen Camp
me_land_1584,Urukburz Camp
me_land_1585,Varkash
me_land_1586,Hadrabad Gate
me_land_1587,Karmen Camp
me_land_1588,Minas annondûr
me_land_1589,Cloverbrook
me_land_1590,Bellford
me_land_1591,Ost annondûr
me_land_1592,Grimfold
me_land_1593,Taur annondûr
me_land_1594,Bearford
me_land_1595,Bar annondûr
me_land_1596,Beeford
me_land_1597,Ashdûr Camp
me_land_1598,Azgdûr Camp
me_land_1599,Khuren Camp
me_land_1600,Cedarmere
me_land_1601,Kharabad Gate
me_land_1602,Calen annondûr
me_land_1603,Zandash
me_land_1604,Mahrabad Gate
me_land_1605,Helmfold
me_land_1606,Loden Camp
me_land_1607,Zigilbizar
me_land_1608,Celon annondûr
me_land_1609,Carrockford
me_land_1610,Deepmere
me_land_1611,Dimplebrook
me_land_1612,Snowwater
me_land_1613,Arzek
me_land_1614,Balkek
me_land_1615,Nim annondûr
me_land_1616,Amon beldûr
me_land_1617,Herufold
me_land_1618,Dol beldûr
me_land_1619,Blackdûr Camp
me_land_1620,Eithel beldûr
me_land_1621,Azandûm
me_land_1622,Emyn beldûr
me_land_1623,Imlad beldûr
me_land_1624,Starwater
me_land_1625,Mountains of Mirkwood
me_land_1626,Barazdûm
me_land_1627,Naren Camp
me_land_1628,Léodfold
me_land_1629,Minas beldûr
me_land_1630,Rhoven Camp
me_land_1631,Ost beldûr
me_land_1632,Eastmere
me_land_1633,Taur beldûr
me_land_1634,Greenmere
me_land_1635,Drazek
me_land_1636,Burzdûr Camp
me_land_1637,Narabad Gate
me_land_1638,Bar beldûr
me_land_1639,Qasabad Gate
me_land_1640,Calen beldûr
me_land_1641,Dushdûr Camp
me_land_1642,Celon beldûr
me_land_1643,Greymere
me_land_1644,Longmere
me_land_1645,Whitewater
me_land_1646,Rakhabad Gate
me_land_1647,Carchost
me_land_1648,Ghashdûr Camp
me_land_1649,Sagen Camp
me_land_1650,Sharen Camp
me_land_1651,Nim beldûr
me_land_1652,Ulden Camp
me_land_1653,Gordûr Camp
me_land_1654,Wainen Camp
me_land_1655,Zoren Camp
me_land_1656,Amon borndûr
me_land_1657,Oakmere
me_land_1658,Winterwater
me_land_1659,Southmere
me_land_1660,Stonemere
me_land_1661,Grishdûr Camp
me_land_1662,Krimpdûr Camp
me_land_1663,Lugdûr Camp
me_land_1664,Mauhdûr Camp
me_land_1665,Balod Camp
me_land_1666,Dol borndûr
me_land_1667,Fernbrook
me_land_1668,Sahrabad Gate
me_land_1669,Westmere
me_land_1670,Haybrook
me_land_1671,Eithel borndûr
me_land_1672,Ridfold
me_land_1673,Emyn borndûr
me_land_1674,Hazelbrook
me_land_1675,Alderridge
me_land_1676,Imlad borndûr
me_land_1677,Minas borndûr
me_land_1678,Borod Camp
me_land_1679,Tazabad Gate
me_land_1680,Coldbay Reach
me_land_1681,Muzgdûr Camp
me_land_1682,Thengelfold
me_land_1683,Nazgdûr Camp
me_land_1684,Ashridge
me_land_1685,Gathod Camp
me_land_1686,Driftbay Reach
me_land_1687,Woldfold
me_land_1688,Frostbay Reach
me_land_1689,Ost borndûr
me_land_1690,Taur borndûr
me_land_1691,Skaidûr Camp
me_land_1692,Umrabad Gate
me_land_1693,Karmod Camp
me_land_1694,Bar borndûr
me_land_1695,Calen borndûr
me_land_1696,Celon borndûr
me_land_1697,Barrowridge
me_land_1698,Ugldûr Camp
me_land_1699,Icebay Reach
me_land_1700,Zarabad Gate
me_land_1701,Nim borndûr
me_land_1702,Beaconridge
me_land_1703,Amon carandûr
me_land_1704,Urukdûr Camp
me_land_1705,Blackridge
me_land_1706,Dol carandûr
me_land_1707,Goldenford
me_land_1708,Ashfang Camp
me_land_1709,Azrahir Gate
me_land_1710,Brambleridge
me_land_1711,Bucklandridge
me_land_1712,Cedarridge
me_land_1713,Bahrahir Gate
me_land_1714,Northbay Reach
me_land_1715,Azgfang Camp
me_land_1716,Blackfang Camp
me_land_1717,Deepridge
me_land_1718,Eithel carandûr
me_land_1719,Darahir Gate
me_land_1720,Eastridge
me_land_1721,Palebay Reach
me_land_1722,Burzfang Camp
me_land_1723,Farahir Gate
me_land_1724,Khurod Camp
me_land_1725,Greenridge
me_land_1726,Lodod Camp
me_land_1727,Aldford
me_land_1728,Dushfang Camp
me_land_1729,Sealbay Reach
me_land_1730,Emyn carandûr
me_land_1731,Imlad carandûr
me_land_1732,Minas carandûr
me_land_1733,Ost carandûr
me_land_1734,Taur carandûr
me_land_1735,Ghashfang Camp
me_land_1736,Narod Camp
me_land_1737,Rhovod Camp
me_land_1738,Greyridge
me_land_1739,Gharek
me_land_1740,Gorfang Camp
me_land_1741,Bar carandûr
me_land_1742,Beorford
me_land_1743,Grishfang Camp
me_land_1744,Hollybrook
me_land_1745,Krimpfang Camp
me_land_1746,Calen carandûr
me_land_1747,Lugfang Camp
me_land_1748,Sagod Camp
me_land_1749,Celon carandûr
me_land_1750,Bregoford
me_land_1751,Nim carandûr
me_land_1752,Amon duindûr
me_land_1753,Longridge
me_land_1754,Sharod Camp
me_land_1755,Bizardûm
me_land_1756,Hadrahir Gate
me_land_1757,Bunddûm
me_land_1758,Mauhfang Camp
me_land_1759,Uldod Camp
me_land_1760,Dumdûm
me_land_1761,Dol duindûr
me_land_1762,Snowbay Reach
me_land_1763,Northridge
me_land_1764,Eithel duindûr
me_land_1765,Wainod Camp
me_land_1766,Emyn duindûr
me_land_1767,Oakridge
me_land_1768,Starbay Reach
me_land_1769,Kandek
me_land_1770,Muzgfang Camp
me_land_1771,Imlad duindûr
me_land_1772,Felekdûm
me_land_1773,Minas duindûr
me_land_1774,Kharahir Gate
me_land_1775,Nazgfang Camp
me_land_1776,Ceorlford
me_land_1777,Ost duindûr
me_land_1778,Taur duindûr
me_land_1779,Skaifang Camp
me_land_1780,Bar duindûr
me_land_1781,Uglfang Camp
me_land_1782,Calen duindûr
me_land_1783,Urukfang Camp
me_land_1784,Zorod Camp
me_land_1785,Celon duindûr
me_land_1786,Mahrahir Gate
me_land_1787,Nim duindûr
me_land_1788,Amon falasdûr
me_land_1789,Ashgash Camp
me_land_1790,Southridge
me_land_1791,Bowford
me_land_1792,Azggash Camp
me_land_1793,Whitebay Reach
me_land_1794,Merrybrook
me_land_1795,Dol falasdûr
me_land_1796,Narahir Gate
me_land_1797,Qasahir Gate
me_land_1798,Stoneridge
me_land_1799,Westridge
me_land_1800,Blackgash Camp
me_land_1801,Balor Camp
me_land_1802,Burzgash Camp
me_land_1803,Honeyford
me_land_1804,Eithel falasdûr
me_land_1805,Alderstead
me_land_1806,Ashstead
me_land_1807,Rakhahir Gate
me_land_1808,Winterbay Reach
me_land_1809,Dushgash Camp
me_land_1810,Barrowstead
me_land_1811,Sahrahir Gate
me_land_1812,Emyn falasdûr
me_land_1813,Beaconstead
me_land_1814,Ghashgash Camp
me_land_1815,Coldcamp Reach
me_land_1816,Driftcamp Reach
me_land_1817,Imlad falasdûr
me_land_1818,Frostcamp Reach
me_land_1819,Déorford
me_land_1820,Boror Camp
me_land_1821,Minas falasdûr
me_land_1822,Icecamp Reach
me_land_1823,Gorgash Camp
me_land_1824,Ost falasdûr
me_land_1825,Gathor Camp
me_land_1826,Karmor Camp
me_land_1827,Mossbrook
me_land_1828,Blackstead
me_land_1829,Taur falasdûr
me_land_1830,Eorlford
me_land_1831,Grishgash Camp
me_land_1832,Folcford
me_land_1833,Bar falasdûr
me_land_1834,Khuror Camp
me_land_1835,Framford
me_land_1836,Calen falasdûr
me_land_1837,Celon falasdûr
me_land_1838,Nim falasdûr
me_land_1839,Celduinford
me_land_1840,Nutbrook
me_land_1841,Lodor Camp
me_land_1842,Northcamp Reach
me_land_1843,Grimford
me_land_1844,Amon galendûr
me_land_1845,Naror Camp
me_land_1846,Krimpgash Camp
me_land_1847,Rhovor Camp
me_land_1848,Narchost
me_land_1849,Luggash Camp
me_land_1850,Bramblestead
me_land_1851,Bucklandstead
me_land_1852,Cedarstead
me_land_1853,Tazahir Gate
me_land_1854,Mauhgash Camp
me_land_1855,Daleford
me_land_1856,Lond Daer
me_land_1857,Dol galendûr
me_land_1858,Gamildûm
me_land_1859,Esgarford
me_land_1860,Eithel galendûr
me_land_1861,Kingford
me_land_1862,Umrahir Gate
me_land_1863,Muzggash Camp
me_land_1864,Deepstead
me_land_1865,Bywater
me_land_1866,Nazggash Camp
me_land_1867,Eaststead
me_land_1868,Emyn galendûr
me_land_1869,Khazek
me_land_1870,Zarahir Gate
me_land_1871,Imlad galendûr
me_land_1872,Minas galendûr
me_land_1873,Ost galendûr
me_land_1874,Taur galendûr
me_land_1875,Sagor Camp
me_land_1876,Greenstead
me_land_1877,Sharor Camp
me_land_1878,Greystead
me_land_1879,Helmford
me_land_1880,Khorek
me_land_1881,Bar galendûr
me_land_1882,Skaigash Camp
me_land_1883,Uglgash Camp
me_land_1884,Longstead
me_land_1885,Palecamp Reach
me_land_1886,Urukgash Camp
me_land_1887,Uldor Camp
me_land_1888,Ruzek
me_land_1889,Wainor Camp
me_land_1890,Calen galendûr
me_land_1891,Celon galendûr
me_land_1892,Ashglob Camp
me_land_1893,Thistlebrook
me_land_1894,Nim galendûr
me_land_1895,Zoror Camp
me_land_1896,Northstead
me_land_1897,Amon gonddûr
me_land_1898,Dol gonddûr
me_land_1899,Azramar Gate
me_land_1900,Azgglob Camp
me_land_1901,Oakstead
me_land_1902,Balun Camp
me_land_1903,Eithel gonddûr
me_land_1904,Southstead
me_land_1905,Heruford
me_land_1906,Emyn gonddûr
me_land_1907,Skarnek
me_land_1908,Stonestead
me_land_1909,Weststead
me_land_1910,Alderwater
me_land_1911,Ashwater
me_land_1912,Blackglob Camp
me_land_1913,Imlad gonddûr
me_land_1914,Burzglob Camp
me_land_1915,Léodford
me_land_1916,Targek
me_land_1917,Minas gonddûr
me_land_1918,Varkek
me_land_1919,Willowbrook
me_land_1920,Borun Camp
me_land_1921,Gathun Camp
me_land_1922,Dushglob Camp
me_land_1923,Applebury
me_land_1924,Karmun Camp
me_land_1925,Ghashglob Camp
me_land_1926,Ost gonddûr
me_land_1927,Bahramar Gate
me_land_1928,Khurun Camp
me_land_1929,Sealcamp Reach
me_land_1930,Barrowwater
me_land_1931,Taur gonddûr
me_land_1932,Lodun Camp
me_land_1933,Gorglob Camp
me_land_1934,Beaconwater
me_land_1935,Lakeford
me_land_1936,Blackwater
me_land_1937,Riverford
me_land_1938,Bramblewater
me_land_1939,Bar gonddûr
me_land_1940,Daramar Gate
me_land_1941,Snowcamp Reach
me_land_1942,Calen gonddûr
me_land_1943,Ravenford
me_land_1944,Faramar Gate
me_land_1945,Gatholdûm
me_land_1946,Celon gonddûr
me_land_1947,Redford
me_land_1948,Grishglob Camp
me_land_1949,Ambergarth
me_land_1950,Nim gonddûr
me_land_1951,Hadramar Gate
me_land_1952,Starcamp Reach
me_land_1953,Kharamar Gate
me_land_1954,Mahramar Gate
me_land_1955,Narun Camp
me_land_1956,Whitecamp Reach
me_land_1957,Krimpglob Camp
me_land_1958,Rhovun Camp
me_land_1959,Sagun Camp
me_land_1960,Sharun Camp
me_land_1961,Amon lothdûr
me_land_1962,Wintercamp Reach
me_land_1963,Naramar Gate
me_land_1964,Birchbole
me_land_1965,Qasamar Gate
me_land_1966,Dol lothdûr
me_land_1967,Uldun Camp
me_land_1968,Rakhamar Gate
me_land_1969,Eithel lothdûr
me_land_1970,Wainun Camp
me_land_1971,Emyn lothdûr
me_land_1972,Lugglob Camp
me_land_1973,Imlad lothdûr
me_land_1974,Minas lothdûr
me_land_1975,Zandek
me_land_1976,Ost lothdûr
me_land_1977,Zorun Camp
me_land_1978,Taur lothdûr
me_land_1979,Coldfell Reach
me_land_1980,Sahramar Gate
me_land_1981,Tazamar Gate
me_land_1982,Mauhglob Camp
